ANNO,ATS STRUTTURA,CODICE STRUTTURA DI RICOVERO,DESCRIZIONE STRUTTURA DI RICOVERO,CODICE ACC DI DIAGNOSI 1,DESCRIZIONE ACC DI DIAGNOSI 1,DEGENZA MEDIA TOTALE,ACCESSI MEDI TOTALE
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030281-01,OSPEDALE CIVILE DI LEGNANO,17,SINTOMI; SEGNI; E LE CONDIZIONI E FATTORI CHE INFLUENZANO LO STATO DI SALUTE MAL DEFINITO,7.247839,6.115942
2014,322 - ATS DELL'INSUBRIA,030902-00,OSPEDALE S. ANNA - COMO,18,"CODICI RESIDUI, NON CLASSIFICATI",2.783505,2.46875
2014,324 - ATS DELLA BRIANZA,030078-00,PRESIDIO OSPEDALIERO DI VIMERCATE,3,"MALATTIE E DISTURBI ENDOCRINI, NUTRIZIONALI, METABOLICI E IMMUNITARI",6.199115,2.21875
2013,323 - ATS DELLA MONTAGNA,030274-01,OSPEDALE VALCAMONICA - ESINE,16,LESIONI E AVVELENAMENTO,7.598281,1
2012,328 - ATS DI PAVIA,030198-00,CASA DI CURA BEATO MATTEO,2,NEOPLASIE,6.39922,1.253165
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030916-00,OSPEDALE L. SACCO - MILANO,8,MALATTIE DEL SISTEMA RESPIRATORIO,9.002261,1.277778
2013,327 - ATS DELLA VAL PADANA,030908-00,ISTITUTI OSPITALIERI - CREMONA,6,MALATTIE DEL SISTEMA NERVOSO E ORGANI DI SENSO,8.77535,1.173077
2014,326 - ATS DI BRESCIA,030157-00,OSPEDALE CIVILE LA MEMORIA DI GAVARDO,17,SINTOMI; SEGNI; E LE CONDIZIONI E FATTORI CHE INFLUENZANO LO STATO DI SALUTE MAL DEFINITO,5.904255,1
2012,322 - ATS DELL'INSUBRIA,030902-00,OSPEDALE S. ANNA - COMO,1,MALATTIE INFETTIVE E PARASSITARIE,16.048485,2.27907
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030072-00,OSPEDALE DI  VIZZOLO PREDABISSI,7,MALATTIE DEL SISTEMA CIRCOLATORIO,8.727344,1
2013,324 - ATS DELLA BRIANZA,030909-00,OSPEDALE S.GERARDO - MONZA,16,LESIONI E AVVELENAMENTO,6.717381,1.006494
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030124-00,ISTITUTO STOMATOLOGICO ITALIANO - MILANO,16,LESIONI E AVVELENAMENTO,1.829268,1.076923
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030097-00,ISTITUTO CLINICO CITTA' STUDI - MILANO,11,COMPLICAZIONI DELLA GRAVIDANZA; PARTO; E IL PUERPERIO,1,1
2012,326 - ATS DI BRESCIA,030171-00,OSPEDALE S. ORSOLA F.B.F. - BRESCIA,17,SINTOMI; SEGNI; E LE CONDIZIONI E FATTORI CHE INFLUENZANO LO STATO DI SALUTE MAL DEFINITO,5.289157,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030925-00,FONDAZ.IRCCS CA' GRANDA - OSPEDALE MAGGIORE POLICLINICO,13,MALATTIE DEL SISTEMA MUSCOLO-SCHELETRICO E DEL TESSUTO CONNETTIVO,7.289855,1.096774
2015,325 - ATS DI BERGAMO,030147-00,POLICLINICO SAN MARCO - OSIO SOTTO,7,MALATTIE DEL SISTEMA CIRCOLATORIO,7.978417,1
2012,326 - ATS DI BRESCIA,030184-00,OSPEDALE DI MANERBIO,10,MALATTIE DEL SISTEMA GENITO-URINARIO,5.693642,1
2013,322 - ATS DELL'INSUBRIA,030008-00,OSP. GENERALE PROVINCIALE - SARONNO,6,MALATTIE DEL SISTEMA NERVOSO E ORGANI DI SENSO,10.972603,1
2012,326 - ATS DI BRESCIA,030163-00,PRESIDIO OSPEDALIERO DI ISEO,9,MALATTIE DELL'APPARATO DIGERENTE,5.034722,1
2017,322 - ATS DELL'INSUBRIA,030388-00,IST. RIV. E CURA-GRUPPO ISENI SANITA',11,COMPLICAZIONI DELLA GRAVIDANZA; PARTO; E IL PUERPERIO,0,1
2016,328 - ATS DI PAVIA,030203-00,OSPEDALE ASILO VITTORIA - MORTARA,17,SINTOMI; SEGNI; E LE CONDIZIONI E FATTORI CHE INFLUENZANO LO STATO DI SALUTE MAL DEFINITO,5.806818,0
2014,326 - ATS DI BRESCIA,030154-01,PRESIDIO OSPEDALIERO DI CHIARI,13,MALATTIE DEL SISTEMA MUSCOLO-SCHELETRICO E DEL TESSUTO CONNETTIVO,4.625,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030097-00,ISTITUTO CLINICO CITTA' STUDI - MILANO,7,MALATTIE DEL SISTEMA CIRCOLATORIO,9.608568,2.116105
2014,322 - ATS DELL'INSUBRIA,030030-00,OSPEDALE  VALDUCE ,9,MALATTIE DELL'APPARATO DIGERENTE,6.479424,1.033333
2012,326 - ATS DI BRESCIA,030906-00,PRES.OSPEDAL.SPEDALI CIVILI BRESCIA,10,MALATTIE DEL SISTEMA GENITO-URINARIO,6.662195,1.082174
2017,325 - ATS DI BERGAMO,030146-00,CASA DI CURA S. FRANCESCO - BERGAMO,14,ANOMALIE CONGENITE,2.155172,1
2013,327 - ATS DELLA VAL PADANA,030357-00,OSP. SAN PELLEGRINO - CASTIGLIONE D/S,6,MALATTIE DEL SISTEMA NERVOSO E ORGANI DI SENSO,7.075,1
2013,325 - ATS DI BERGAMO,030146-00,CASA DI CURA S. FRANCESCO - BERGAMO,7,MALATTIE DEL SISTEMA CIRCOLATORIO,10.595092,1
2016,327 - ATS DELLA VAL PADANA,030908-00,ISTITUTI OSPITALIERI - CREMONA,17,SINTOMI; SEGNI; E LE CONDIZIONI E FATTORI CHE INFLUENZANO LO STATO DI SALUTE MAL DEFINITO,6.797814,2.183908
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030112-00,IST.CLINICO S.AMBROGIO SPA-MILANO,1,MALATTIE INFETTIVE E PARASSITARIE,10,1
2012,328 - ATS DI PAVIA,030938-00,FOND.MAUGERI-CENTRO MEDICO DI PAVIA,17,SINTOMI; SEGNI; E LE CONDIZIONI E FATTORI CHE INFLUENZANO LO STATO DI SALUTE MAL DEFINITO,4.086651,1.4375
2012,327 - ATS DELLA VAL PADANA,030273-00,PRESIDIO OSPEDALIERO OGLIO PO,16,LESIONI E AVVELENAMENTO,6.294511,1.012195
2014,325 - ATS DI BERGAMO,030146-00,CASA DI CURA S. FRANCESCO - BERGAMO,1,MALATTIE INFETTIVE E PARASSITARIE,13.25,1
2016,328 - ATS DI PAVIA,030203-00,OSPEDALE ASILO VITTORIA - MORTARA,11,COMPLICAZIONI DELLA GRAVIDANZA; PARTO; E IL PUERPERIO,0,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030935-00,IRCCS    S. RAFFAELE - MILANO,8,MALATTIE DEL SISTEMA RESPIRATORIO,6.665583,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030113-00,CASA DI CURA LA MADONNINA - MILANO,4,MALATTIE DEL SANGUE E DEGLI ORGANI EMATOPOIETICI,4.5,1
2016,326 - ATS DI BRESCIA,030156-00,OSPEDALE DI DESENZANO,3,"MALATTIE E DISTURBI ENDOCRINI, NUTRIZIONALI, METABOLICI E IMMUNITARI",6.869318,1
2016,325 - ATS DI BERGAMO,030137-00,OSP.LE SS.CAPITANIO E GEROSA - LOVERE,16,LESIONI E AVVELENAMENTO,10.715909,1.038462
2017,325 - ATS DI BERGAMO,030905-00,OSPEDALE PAPA GIOVANNI XXIII - BG,11,COMPLICAZIONI DELLA GRAVIDANZA; PARTO; E IL PUERPERIO,4.291598,1.029806
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030913-00,OSPEDALE CA' GRANDA-NIGUARDA - MILANO,18,"CODICI RESIDUI, NON CLASSIFICATI",4.172973,4.637097
2017,328 - ATS DI PAVIA,030924-00,POLICLINICO S. MATTEO - PAVIA,10,MALATTIE DEL SISTEMA GENITO-URINARIO,6.330895,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030935-00,IRCCS    S. RAFFAELE - MILANO,18,"CODICI RESIDUI, NON CLASSIFICATI",2.491525,1.5
2017,325 - ATS DI BERGAMO,030137-00,OSP.LE SS.CAPITANIO E GEROSA - LOVERE,7,MALATTIE DEL SISTEMA CIRCOLATORIO,9.850794,1.4
2012,328 - ATS DI PAVIA,030924-00,OSPEDALE POLICLINICO S. MATTEO - PAVIA,17,SINTOMI; SEGNI; E LE CONDIZIONI E FATTORI CHE INFLUENZANO LO STATO DI SALUTE MAL DEFINITO,5.360915,3.51693
2016,322 - ATS DELL'INSUBRIA,030902-00,OSPEDALE S. ANNA - COMO,17,SINTOMI; SEGNI; E LE CONDIZIONI E FATTORI CHE INFLUENZANO LO STATO DI SALUTE MAL DEFINITO,6.983568,2.809524
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030913-00,OSPEDALE CA' GRANDA-NIGUARDA - MILANO,2,NEOPLASIE,9.76821,5.475434
2015,324 - ATS DELLA BRIANZA,030034-00,CASA DI CURA G.B. MANGIONI - LECCO,16,LESIONI E AVVELENAMENTO,3.5,1
2012,325 - ATS DI BERGAMO,030382-00,OSPEDALE M. O. ANTONIO LOCATELLI,6,MALATTIE DEL SISTEMA NERVOSO E ORGANI DI SENSO,4.619048,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030912-00,P.O. CENTRO TRAUMATOLOGICO ORTOPEDICO - MILANO,13,MALATTIE DEL SISTEMA MUSCOLO-SCHELETRICO E DEL TESSUTO CONNETTIVO,9.192189,1.009524
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030119-00,IST.CLINICO S.SIRO SPA-MILANO,6,MALATTIE DEL SISTEMA NERVOSO E ORGANI DI SENSO,3.69697,1
2014,322 - ATS DELL'INSUBRIA,030032-00,IST.CLINICO VILLA APRICA SPA-COMO,13,MALATTIE DEL SISTEMA MUSCOLO-SCHELETRICO E DEL TESSUTO CONNETTIVO,5.806709,1
2015,322 - ATS DELL'INSUBRIA,030282-02,OSPEDALE LUINI CONFALONIERI - LUINO,6,MALATTIE DEL SISTEMA NERVOSO E ORGANI DI SENSO,24.05,1
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030941-00,ISTITUTO EUROPEO DI ONCOLOGIA-MILANO,13,MALATTIE DEL SISTEMA MUSCOLO-SCHELETRICO E DEL TESSUTO CONNETTIVO,1.666667,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030946-00,ISTITUTO ORTOPEDICO GALEAZZI SPA - MILANO,17,SINTOMI; SEGNI; E LE CONDIZIONI E FATTORI CHE INFLUENZANO LO STATO DI SALUTE MAL DEFINITO,18.055556,2
2013,325 - ATS DI BERGAMO,030138-00,OSP.LE SS.TRINITA'-ROMANO DI LOMBARDIA,2,NEOPLASIE,7.468144,1.209302
2017,324 - ATS DELLA BRIANZA,030909-00,OSPEDALE S.GERARDO - MONZA,12,MALATTIE DELLA PELLE E DEL TESSUTO SOTTOCUTANEO,9.585938,1
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030352-00,POLO GERIATRICO RIABILITATIVO-CINISELLO,16,LESIONI E AVVELENAMENTO,35.833333,0
2014,327 - ATS DELLA VAL PADANA,030908-00,ISTITUTI OSPITALIERI - CREMONA,8,MALATTIE DEL SISTEMA RESPIRATORIO,7.628375,1.060606
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030066-00,OSPEDALE G.SALVINI-GARBAGNATE MIL.SE,2,NEOPLASIE,11.443758,1.003759
2016,325 - ATS DI BERGAMO,030143-00,CLINICHE GAVAZZENI SPA - BERGAMO,2,NEOPLASIE,6.110538,1.10303
2017,328 - ATS DI PAVIA,030924-00,POLICLINICO S. MATTEO - PAVIA,1,MALATTIE INFETTIVE E PARASSITARIE,14.290278,1.044444
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030941-00,ISTITUTO EUROPEO DI ONCOLOGIA-MILANO,4,MALATTIE DEL SANGUE E DEGLI ORGANI EMATOPOIETICI,6.057143,1
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030056-00,PRESIDIO OSPED. V. BUZZI - MILANO,10,MALATTIE DEL SISTEMA GENITO-URINARIO,3.530387,1.046053
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030914-00,OSPEDALE S. PAOLO - MILANO,8,MALATTIE DEL SISTEMA RESPIRATORIO,6.775236,1.576159
2016,324 - ATS DELLA BRIANZA,030903-00,OSPEDALE DI CIRCOLO A. MANZONI - LECCO,11,COMPLICAZIONI DELLA GRAVIDANZA; PARTO; E IL PUERPERIO,4.425717,1.090186
2014,322 - ATS DELL'INSUBRIA,030901-00,OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,1,MALATTIE INFETTIVE E PARASSITARIE,15.045662,1.041667
2016,325 - ATS DI BERGAMO,030382-00,OSPEDALE M. O. ANTONIO LOCATELLI-PIARIO,7,MALATTIE DEL SISTEMA CIRCOLATORIO,6.893617,2
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030056-00,PRESIDIO OSPED. V. BUZZI - MILANO,9,MALATTIE DELL'APPARATO DIGERENTE,4.664298,1.15427
2016,326 - ATS DI BRESCIA,030184-00,OSPEDALE DI MANERBIO,16,LESIONI E AVVELENAMENTO,5.224612,1
2016,323 - ATS DELLA MONTAGNA,030031-00,OSP. MORIGGIA PELASCINI - GRAVEDONA,7,MALATTIE DEL SISTEMA CIRCOLATORIO,13.818571,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030269-00,CASA DI CURA CAPITANIO - MILANO,16,LESIONI E AVVELENAMENTO,3.597222,1
2013,322 - ATS DELL'INSUBRIA,030017-00,CASA DI CURA MATER DOMINI - CASTELLANZA,13,MALATTIE DEL SISTEMA MUSCOLO-SCHELETRICO E DEL TESSUTO CONNETTIVO,6.741597,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030066-00,OSPEDALE G.SALVINI-GARBAGNATE MIL.SE,10,MALATTIE DEL SISTEMA GENITO-URINARIO,6.129032,1.033613
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030097-00,ISTITUTO CLINICO CITTA' STUDI -  MILANO,7,MALATTIE DEL SISTEMA CIRCOLATORIO,8.652428,1.859425
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030071-00,OSPEDALE S. MARIA DELLE STELLE MELZO,2,NEOPLASIE,9.104089,1.235294
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030269-00,CASA DI CURA CAPITANIO - MILANO,10,MALATTIE DEL SISTEMA GENITO-URINARIO,3.0625,1
2015,327 - ATS DELLA VAL PADANA,030209-00,OSPEDALE MAGGIORE - CREMA,1,MALATTIE INFETTIVE E PARASSITARIE,12.321429,1.076923
2015,327 - ATS DELLA VAL PADANA,030353-00,OSPEDALE CIVILE DI VOLTA MANTOVANA,7,MALATTIE DEL SISTEMA CIRCOLATORIO,34.61039,1.963235
2013,326 - ATS DI BRESCIA,030162-00,PRESIDIO OSPEDALIERO GARDONE V.T.,10,MALATTIE DEL SISTEMA GENITO-URINARIO,9.493827,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030058-00,OSPEDALE BASSINI - CINISELLO BALSAMO,6,MALATTIE DEL SISTEMA NERVOSO E ORGANI DI SENSO,9.280864,1.475
2017,326 - ATS DI BRESCIA,030156-00,OSPEDALE DI DESENZANO,2,NEOPLASIE,5.898065,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030913-00,OSPEDALE CA' GRANDA-NIGUARDA - MILANO,18,"CODICI RESIDUI, NON CLASSIFICATI",3.164773,4.380531
2014,325 - ATS DI BERGAMO,030148-00,POLICLINICO SAN PIETRO  - PONTE S. PIETRO,10,MALATTIE DEL SISTEMA GENITO-URINARIO,4.880716,1.011158
2015,322 - ATS DELL'INSUBRIA,030901-01,OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,9,MALATTIE DELL'APPARATO DIGERENTE,8.19285,1.027027
2012,327 - ATS DELLA VAL PADANA,030273-00,PRESIDIO OSPEDALIERO OGLIO PO,11,COMPLICAZIONI DELLA GRAVIDANZA; PARTO; E IL PUERPERIO,3.497487,1
2017,326 - ATS DI BRESCIA,030175-00,CASA DI CURA S. CAMILLO - BRESCIA,10,MALATTIE DEL SISTEMA GENITO-URINARIO,12.722222,0
2016,326 - ATS DI BRESCIA,030295-00,FONDAZIONE POLIAMBULANZA - BRESCIA,12,MALATTIE DELLA PELLE E DEL TESSUTO SOTTOCUTANEO,4.62069,1.071429
2013,325 - ATS DI BERGAMO,030134-00,OSPEDALE F. M. PASSI - CALCINATE,12,MALATTIE DELLA PELLE E DEL TESSUTO SOTTOCUTANEO,2.434783,1
2013,324 - ATS DELLA BRIANZA,030070-00,PRESIDIO OSPEDALIERO DI CARATE ,13,MALATTIE DEL SISTEMA MUSCOLO-SCHELETRICO E DEL TESSUTO CONNETTIVO,9.967742,1
2013,324 - ATS DELLA BRIANZA,030909-00,OSPEDALE S.GERARDO - MONZA,1,MALATTIE INFETTIVE E PARASSITARIE,14.959788,1.952381
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030936-01,IST.AUXOLOGICO ITALIANO-I.S. S.LUCA-MILANO,13,MALATTIE DEL SISTEMA MUSCOLO-SCHELETRICO E DEL TESSUTO CONNETTIVO,16.47619,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030914-00,OSPEDALE S. PAOLO - MILANO,8,MALATTIE DEL SISTEMA RESPIRATORIO,7.311756,1.198276
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030925-00,FONDAZ.IRCCS CA' GRANDA - OSPEDALE MAGGIORE POLICLINICO,16,LESIONI E AVVELENAMENTO,7.221861,1.039063
2013,326 - ATS DI BRESCIA,030167-00,OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA,18,"CODICI RESIDUI, NON CLASSIFICATI",4.319149,6.243902
2015,326 - ATS DI BRESCIA,030176-00,ISTITUTO CLINICO  S. ANNA - BRESCIA,7,MALATTIE DEL SISTEMA CIRCOLATORIO,6.425294,1
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030056-00,PRESIDIO OSPED. V. BUZZI - MILANO,7,MALATTIE DEL SISTEMA CIRCOLATORIO,5.111111,1.032258
2017,328 - ATS DI PAVIA,030924-00,POLICLINICO S. MATTEO - PAVIA,9,MALATTIE DELL'APPARATO DIGERENTE,6.870553,1.001412
2013,326 - ATS DI BRESCIA,030163-00,PRESIDIO OSPEDALIERO DI ISEO,6,MALATTIE DEL SISTEMA NERVOSO E ORGANI DI SENSO,3.697674,1
2015,324 - ATS DELLA BRIANZA,030909-00,OSPEDALE S.GERARDO - MONZA,2,NEOPLASIE,8.879945,1.201835
2015,322 - ATS DELL'INSUBRIA,030902-00,OSPEDALE S. ANNA - COMO,12,MALATTIE DELLA PELLE E DEL TESSUTO SOTTOCUTANEO,9.991667,6.1
2014,327 - ATS DELLA VAL PADANA,030357-00,OSP. SAN PELLEGRINO - CASTIGLIONE D/S,6,MALATTIE DEL SISTEMA NERVOSO E ORGANI DI SENSO,5.583333,1
2016,328 - ATS DI PAVIA,030203-00,OSPEDALE ASILO VITTORIA - MORTARA,9,MALATTIE DELL'APPARATO DIGERENTE,8.568733,1.010204
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030916-00,OSPEDALE L. SACCO - MILANO,1,MALATTIE INFETTIVE E PARASSITARIE,15.782468,1.792208
2016,327 - ATS DELLA VAL PADANA,030273-00,PRESIDIO OSPEDALIERO OGLIO PO-CASALMAGGIORE,16,LESIONI E AVVELENAMENTO,7.243513,1.013889
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030071-01,OSPEDALE S. MARIA DELLE STELLE MELZO,7,MALATTIE DEL SISTEMA CIRCOLATORIO,10.22439,1
2015,326 - ATS DI BRESCIA,030175-00,CASA DI CURA S. CAMILLO - BRESCIA,8,MALATTIE DEL SISTEMA RESPIRATORIO,2.196517,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030943-00,IST. CLIN. HUMANITAS - ROZZANO,2,NEOPLASIE,6.754033,1.180062
2015,327 - ATS DELLA VAL PADANA,030209-00,OSPEDALE MAGGIORE - CREMA,8,MALATTIE DEL SISTEMA RESPIRATORIO,8.481672,1.385965
2012,324 - ATS DELLA BRIANZA,030381-00,FONDAZIONE MONZA E BRIANZA PER IL BAMBINO E LA SUA MAMMA,9,MALATTIE DELL'APPARATO DIGERENTE,6.333333,1.25
2016,327 - ATS DELLA VAL PADANA,030907-00,OSPEDALE C. POMA - MANTOVA,1,MALATTIE INFETTIVE E PARASSITARIE,10.52862,6.166667
2017,327 - ATS DELLA VAL PADANA,030259-00,CASA DI CURA S. CLEMENTE - MANTOVA,1,MALATTIE INFETTIVE E PARASSITARIE,6.8,1
2016,326 - ATS DI BRESCIA,030275-00,ISTITUTO CLINICO S. ROCCO S.P.A. - OME,6,MALATTIE DEL SISTEMA NERVOSO E ORGANI DI SENSO,3.318841,1
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030947-00,I.R.C.C.S. POLICLINICO SAN DONATO,12,MALATTIE DELLA PELLE E DEL TESSUTO SOTTOCUTANEO,4.037037,1
2016,324 - ATS DELLA BRIANZA,030024-00,OSPEDALE DI CIRCOLO S.L.MANDIC-MERATE,13,MALATTIE DEL SISTEMA MUSCOLO-SCHELETRICO E DEL TESSUTO CONNETTIVO,9.836,1.038462
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030936-01,IST.AUXOLOGICO ITALIANO-I.S. S.LUCA-MILANO,3,"MALATTIE E DISTURBI ENDOCRINI, NUTRIZIONALI, METABOLICI E IMMUNITARI",7.3125,1.055556
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030946-00,ISTITUTO ORTOPEDICO GALEAZZI SPA - MILANO,9,MALATTIE DELL'APPARATO DIGERENTE,4.361111,1
2015,328 - ATS DI PAVIA,030938-00,FOND.MAUGERI-CENTRO MEDICO DI PAVIA,10,MALATTIE DEL SISTEMA GENITO-URINARIO,7.813559,1
2012,325 - ATS DI BERGAMO,030140-00,OSPEDALE BOLOGNINI - SERIATE,7,MALATTIE DEL SISTEMA CIRCOLATORIO,5.682526,1.011111
2017,325 - ATS DI BERGAMO,030144-00,CASA DI CURA BEATO PALAZZOLO - BERGAMO,2,NEOPLASIE,6.097561,1
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030067-00,OSPEDALE MAGGIORE DI LODI,3,"MALATTIE E DISTURBI ENDOCRINI, NUTRIZIONALI, METABOLICI E IMMUNITARI",7.073864,1
2016,327 - ATS DELLA VAL PADANA,030353-00,OSPEDALE CIVILE DI VOLTA MANTOVANA,17,SINTOMI; SEGNI; E LE CONDIZIONI E FATTORI CHE INFLUENZANO LO STATO DI SALUTE MAL DEFINITO,19.598765,4
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030936-03,IRCCS OSPEDALE CAPITANIO,14,ANOMALIE CONGENITE,1.833333,1.076923
2012,325 - ATS DI BERGAMO,030905-00,OSPEDALI RIUNITI - BERGAMO,9,MALATTIE DELL'APPARATO DIGERENTE,8.63006,1.356457
2015,324 - ATS DELLA BRIANZA,030107-00,ISTITUTI CLINICI ZUCCHI SPA-MONZA,9,MALATTIE DELL'APPARATO DIGERENTE,2.407494,1.010593
2017,322 - ATS DELL'INSUBRIA,030901-01,OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,16,LESIONI E AVVELENAMENTO,5.980251,1.014368
2016,325 - ATS DI BERGAMO,030354-00,NEPHROCARE S.P.A. - SERIATE,16,LESIONI E AVVELENAMENTO,3.862069,0
2014,324 - ATS DELLA BRIANZA,030070-00,PRESIDIO OSPEDALIERO DI CARATE ,7,MALATTIE DEL SISTEMA CIRCOLATORIO,5.794297,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030943-00,IST. CLIN. HUMANITAS - ROZZANO,18,"CODICI RESIDUI, NON CLASSIFICATI",1.881549,1.125424
2017,325 - ATS DI BERGAMO,030132-00,OSPEDALE CIVILE - S.GIOVANNI BIANCO,2,NEOPLASIE,12.93913,1.086614
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030119-00,IST.CLINICO S.SIRO SPA-MILANO,10,MALATTIE DEL SISTEMA GENITO-URINARIO,5.65,1
2012,322 - ATS DELL'INSUBRIA,030902-00,OSPEDALE S. ANNA - COMO,6,MALATTIE DEL SISTEMA NERVOSO E ORGANI DI SENSO,8.655877,3.907563
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030367-00,OSPEDALE S. GIUSEPPE - MILANO,16,LESIONI E AVVELENAMENTO,12.545812,1
2015,327 - ATS DELLA VAL PADANA,030209-00,OSPEDALE MAGGIORE - CREMA,6,MALATTIE DEL SISTEMA NERVOSO E ORGANI DI SENSO,6.353612,2.38
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030112-00,IST.CLINICO S.AMBROGIO SPA-MILANO,6,MALATTIE DEL SISTEMA NERVOSO E ORGANI DI SENSO,1.182927,1
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030913-00,OSPEDALE CA' GRANDA-NIGUARDA - MILANO,14,ANOMALIE CONGENITE,8.67382,1.2827
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030935-00,IRCCS    S. RAFFAELE - MILANO,16,LESIONI E AVVELENAMENTO,11.058391,1.75
2016,322 - ATS DELL'INSUBRIA,030015-00,CASA DI CURA SANTA MARIA - CASTELLANZA,14,ANOMALIE CONGENITE,1.789474,1
2017,324 - ATS DELLA BRIANZA,030034-00,CASA DI CURA G.B. MANGIONI - LECCO,8,MALATTIE DEL SISTEMA RESPIRATORIO,3.263158,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030913-00,OSPEDALE CA' GRANDA-NIGUARDA - MILANO,6,MALATTIE DEL SISTEMA NERVOSO E ORGANI DI SENSO,10.01548,1.694301
2013,322 - ATS DELL'INSUBRIA,030902-00,OSPEDALE S. ANNA - COMO,6,MALATTIE DEL SISTEMA NERVOSO E ORGANI DI SENSO,7.311688,4.348387
2015,324 - ATS DELLA BRIANZA,030024-00,OSPEDALE DI CIRCOLO S.L.MANDIC-MERATE,13,MALATTIE DEL SISTEMA MUSCOLO-SCHELETRICO E DEL TESSUTO CONNETTIVO,10.877049,1.736842
2017,322 - ATS DELL'INSUBRIA,030022-00,OSPEDALE S. ANTONIO ABATE - CANTU',2,NEOPLASIE,10.917526,1.041667
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030913-00,OSPEDALE CA' GRANDA-NIGUARDA - MILANO,10,MALATTIE DEL SISTEMA GENITO-URINARIO,7.338859,1.875701
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030066-00,OSPEDALE G.SALVINI-GARBAGNATE MIL.SE,9,MALATTIE DELL'APPARATO DIGERENTE,6.58953,1
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030125-00,CASA DI CURA AMBROSIANA SPA-CESANO B.,1,MALATTIE INFETTIVE E PARASSITARIE,14.5,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030269-00,CASA DI CURA CAPITANIO - MILANO,7,MALATTIE DEL SISTEMA CIRCOLATORIO,5.529412,1
