ANNO,PROVINCIA,GENERE,GRUPPO CAUSA DI MORTE,CAUSA DI MORTE,COORDINATA X,COORDINATA Y,NUMERO DECESSI POPOLAZIONE,POSIZIONE
2015,BERGAMO,M,Malattie del sistema circolatorio,malattie ischemiche del cuore-di cui infarto miocardico acuto,9.63853045,45.68012929,262,"(45.68012929, 9.63853045)"
2012,MONZA E DELLA BRIANZA,M,"Sintomi, segni, risultati anomali e cause mal definite",sindrome della morte improvvisa nell'infanzia,9.258430902,45.5823624,,"(45.5823624, 9.258430902)"
2015,COMO,M,Malattie del sistema respiratorio,malattie croniche delle basse vie respiratorie-di cui asma,9.039360974,45.80216962,,"(45.80216962, 9.039360974)"
2013,MANTOVA,M,Malattie del sistema respiratorio,malattie croniche delle basse vie respiratorie-di cui altre malattie croniche delle basse vie respiratorie,10.77086348,45.14135331,66,"(45.14135331, 10.77086348)"
2012,REGIONE LOMBARDIA,F,Malattie del sistema osteomuscolare e del tessuto connettivo,altre malattie del sistema osteomuscolare e del tessuto connettivo,,,250,
2012,SONDRIO,M,Malattie della cute e del tessuto sottocutaneo,malattie della cute e del tessuto sottocutaneo,9.879429303,46.1707552,1,"(46.1707552, 9.879429303)"
2015,ITALIA,M,"Sintomi, segni, risultati anomali e cause mal definite","altri sintomi, segni, risultati anomali e cause mal definite",,,3383,
2012,SONDRIO,F,Malattie del sistema respiratorio,malattie croniche delle basse vie respiratorie-di cui asma,9.879429303,46.1707552,,"(46.1707552, 9.879429303)"
2012,PAVIA,F,Malattie del sistema circolatorio,malattie cerebrovascolari,9.14034225,45.18407925,499,"(45.18407925, 9.14034225)"
2015,SONDRIO,F,Malattie della cute e del tessuto sottocutaneo,malattie della cute e del tessuto sottocutaneo,9.879429303,46.1707552,1,"(46.1707552, 9.879429303)"
2015,MANTOVA,F,Malattie del sistema respiratorio,influenza,10.77086348,45.14135331,4,"(45.14135331, 10.77086348)"
2013,BRESCIA,F,Malattie del sistema circolatorio,malattie cerebrovascolari,10.18167955,45.51939749,614,"(45.51939749, 10.18167955)"
2013,BRESCIA,F,Cause esterne di traumatismo e avvelenamento,accidenti-di cui annegamento e sommersione accidentali,10.18167955,45.51939749,3,"(45.51939749, 10.18167955)"
2013,MONZA E DELLA BRIANZA,M,Malattie dell'apparato digerente,"ulcera dello stomaco, duodeno e digiuno",9.258430902,45.5823624,2,"(45.5823624, 9.258430902)"
2015,LODI,F,Malattie del sistema osteomuscolare e del tessuto connettivo,artrite reumatoide a osteoartrosi,9.510140481,45.31535435,4,"(45.31535435, 9.510140481)"
2013,MILANO,M,Cause esterne di traumatismo e avvelenamento,accidenti-di cui accidenti di trasporto,9.18951,45.46427,95,"(45.46427, 9.18951)"
2014,LODI,F,Malattie del sistema nervoso e degli organi di senso,altre malattie del sistema nervoso e degli organi di senso,9.510140481,45.31535435,23,"(45.31535435, 9.510140481)"
2014,PAVIA,F,Malformazioni congenite ed anomalie cromosomiche,malformazioni congenite ed anomalie cromosomiche,9.14034225,45.18407925,5,"(45.18407925, 9.14034225)"
2014,MANTOVA,F,Malattie del sistema circolatorio,altre malattie del cuore,10.77086348,45.14135331,246,"(45.14135331, 10.77086348)"
2012,ITALIA,M,Malattie del sistema osteomuscolare e del tessuto connettivo,altre malattie del sistema osteomuscolare e del tessuto connettivo,,,748,
2014,REGIONE LOMBARDIA,F,Cause esterne di traumatismo e avvelenamento,accidenti-di cui accidenti di trasporto,,,119,
2012,MONZA E DELLA BRIANZA,F,Malattie dell'apparato digerente,altre malattie dell'apparato digerente,9.258430902,45.5823624,126,"(45.5823624, 9.258430902)"
2014,ITALIA,F,Malattie del sistema respiratorio,malattie croniche delle basse vie respiratorie-di cui altre malattie croniche delle basse vie respiratorie,,,7972,
2015,REGIONE LOMBARDIA,F,Malattie del sistema nervoso e degli organi di senso,altre malattie del sistema nervoso e degli organi di senso,,,836,
2014,COMO,M,Malattie della cute e del tessuto sottocutaneo,malattie della cute e del tessuto sottocutaneo,9.039360974,45.80216962,2,"(45.80216962, 9.039360974)"
2014,MANTOVA,M,Malformazioni congenite ed anomalie cromosomiche,malformazioni congenite ed anomalie cromosomiche,10.77086348,45.14135331,2,"(45.14135331, 10.77086348)"
2012,MONZA E DELLA BRIANZA,M,Malattie del sistema respiratorio,influenza,9.258430902,45.5823624,2,"(45.5823624, 9.258430902)"
2012,VARESE,M,Alcune condizioni morbose che hanno origine nel periodo perinatale,alcune condizioni morbose che hanno origine nel periodo perinatale,8.80650544,45.80041256,7,"(45.80041256, 8.80650544)"
2012,LODI,M,Malattie del sistema circolatorio,malattie ischemiche del cuore-di cui altre malattie ischemiche del cuore,9.510140481,45.31535435,67,"(45.31535435, 9.510140481)"
2015,MANTOVA,F,Alcune condizioni morbose che hanno origine nel periodo perinatale,alcune condizioni morbose che hanno origine nel periodo perinatale,10.77086348,45.14135331,3,"(45.14135331, 10.77086348)"
2012,MONZA E DELLA BRIANZA,F,Malattie del sistema circolatorio,altre malattie del cuore,9.258430902,45.5823624,288,"(45.5823624, 9.258430902)"
2013,PAVIA,F,Malattie del sistema respiratorio,malattie croniche delle basse vie respiratorie-di cui asma,9.14034225,45.18407925,7,"(45.18407925, 9.14034225)"
2015,COMO,M,"Complicazioni della gravidanza, del parto e del puerperio","complicazioni della gravidanza, del parto e del puerperio",9.039360974,45.80216962,,"(45.80216962, 9.039360974)"
2015,PAVIA,M,"Complicazioni della gravidanza, del parto e del puerperio","complicazioni della gravidanza, del parto e del puerperio",9.14034225,45.18407925,,"(45.18407925, 9.14034225)"
2014,BERGAMO,M,"Sintomi, segni, risultati anomali e cause mal definite",cause sconosciute e non specificate,9.63853045,45.68012929,6,"(45.68012929, 9.63853045)"
2014,BRESCIA,M,Malattie del sistema nervoso e degli organi di senso,malattia di alzheimer,10.18167955,45.51939749,69,"(45.51939749, 10.18167955)"
2014,REGIONE LOMBARDIA,M,"Sintomi, segni, risultati anomali e cause mal definite","altri sintomi, segni, risultati anomali e cause mal definite",,,305,
2012,COMO,F,Malattie del sistema circolatorio,malattie cerebrovascolari,9.039360974,45.80216962,323,"(45.80216962, 9.039360974)"
2015,ITALIA,M,Malattie del sistema nervoso e degli organi di senso,malattia di alzheimer,,,3955,
2015,BRESCIA,M,"Sintomi, segni, risultati anomali e cause mal definite",cause sconosciute e non specificate,10.18167955,45.51939749,12,"(45.51939749, 10.18167955)"
2013,VARESE,F,Malattie del sistema respiratorio,altre malattie del sistema respiratorio,8.80650544,45.80041256,83,"(45.80041256, 8.80650544)"
2013,REGIONE LOMBARDIA,F,Malattie del sistema circolatorio,malattie ischemiche del cuore-di cui infarto miocardico acuto,,,1957,
2012,MILANO,F,Malattie dell'apparato genitourinario,malattie del rene e dell'uretere,9.18951,45.46427,200,"(45.46427, 9.18951)"
2014,VARESE,M,Malattie del sistema osteomuscolare e del tessuto connettivo,artrite reumatoide a osteoartrosi,8.80650544,45.80041256,,"(45.80041256, 8.80650544)"
2012,MONZA E DELLA BRIANZA,F,Malattie del sistema circolatorio,malattie ischemiche del cuore-di cui infarto miocardico acuto,9.258430902,45.5823624,166,"(45.5823624, 9.258430902)"
2013,BRESCIA,F,Malattie dell'apparato genitourinario,malattie del rene e dell'uretere,10.18167955,45.51939749,85,"(45.51939749, 10.18167955)"
2015,CREMONA,F,"Complicazioni della gravidanza, del parto e del puerperio","complicazioni della gravidanza, del parto e del puerperio",10.0131151,45.13644491,1,"(45.13644491, 10.0131151)"
2015,REGIONE LOMBARDIA,M,Malattie del sistema circolatorio,altre malattie del cuore,,,3149,
2013,PAVIA,F,Disturbi psichici e comportamentali,altri disturbi psichici e comportamentali,9.14034225,45.18407925,6,"(45.18407925, 9.14034225)"
2015,VARESE,F,Malattie del sistema circolatorio,malattie ischemiche del cuore-di cui infarto miocardico acuto,8.80650544,45.80041256,212,"(45.80041256, 8.80650544)"
2013,MANTOVA,M,Malattie del sistema osteomuscolare e del tessuto connettivo,artrite reumatoide a osteoartrosi,10.77086348,45.14135331,1,"(45.14135331, 10.77086348)"
2015,LECCO,F,"Sintomi, segni, risultati anomali e cause mal definite",cause sconosciute e non specificate,9.388156645,45.85028614,1,"(45.85028614, 9.388156645)"
2013,ITALIA,F,Malattie del sistema nervoso e degli organi di senso,malattia di alzheimer,,,6835,
2012,MILANO,M,Malattie dell'apparato digerente,"ulcera dello stomaco, duodeno e digiuno",9.18951,45.46427,17,"(45.46427, 9.18951)"
2013,ITALIA,M,Malattie della cute e del tessuto sottocutaneo,malattie della cute e del tessuto sottocutaneo,,,342,
2013,MILANO,M,Malformazioni congenite ed anomalie cromosomiche,malformazioni congenite ed anomalie cromosomiche,9.18951,45.46427,35,"(45.46427, 9.18951)"
2015,ITALIA,M,Malattie del sistema osteomuscolare e del tessuto connettivo,altre malattie del sistema osteomuscolare e del tessuto connettivo,,,769,
2014,CREMONA,F,Malattie del sistema osteomuscolare e del tessuto connettivo,altre malattie del sistema osteomuscolare e del tessuto connettivo,10.0131151,45.13644491,7,"(45.13644491, 10.0131151)"
2014,MONZA E DELLA BRIANZA,F,Malattie dell'apparato digerente,"cirrosi, fibrosi ed epatite cronica",9.258430902,45.5823624,33,"(45.5823624, 9.258430902)"
2015,MILANO,F,Malattie dell'apparato digerente,"ulcera dello stomaco, duodeno e digiuno",9.18951,45.46427,16,"(45.46427, 9.18951)"
2015,ITALIA,M,Malattie del sistema circolatorio,malattie ischemiche del cuore-di cui infarto miocardico acuto,,,14298,
2015,COMO,M,Disturbi psichici e comportamentali,altri disturbi psichici e comportamentali,9.039360974,45.80216962,5,"(45.80216962, 9.039360974)"
2014,LODI,M,Malattie del sistema circolatorio,altre malattie del cuore,9.510140481,45.31535435,65,"(45.31535435, 9.510140481)"
2014,VARESE,M,Malattie dell'apparato digerente,altre malattie dell'apparato digerente,8.80650544,45.80041256,97,"(45.80041256, 8.80650544)"
2015,REGIONE LOMBARDIA,M,Malattie del sistema circolatorio,malattie ischemiche del cuore-di cui infarto miocardico acuto,,,2216,
2015,LECCO,M,Malattie del sistema respiratorio,influenza,9.388156645,45.85028614,,"(45.85028614, 9.388156645)"
2015,CREMONA,F,Malattie del sistema circolatorio,malattie ischemiche del cuore-di cui altre malattie ischemiche del cuore,10.0131151,45.13644491,164,"(45.13644491, 10.0131151)"
2013,LODI,M,Malattie dell'apparato genitourinario,altre malattie dell'apparato genitourinario,9.510140481,45.31535435,2,"(45.31535435, 9.510140481)"
2012,VARESE,M,Malattie del sistema circolatorio,malattie ischemiche del cuore-di cui altre malattie ischemiche del cuore,8.80650544,45.80041256,307,"(45.80041256, 8.80650544)"
2012,LECCO,M,Malformazioni congenite ed anomalie cromosomiche,malformazioni congenite ed anomalie cromosomiche,9.388156645,45.85028614,3,"(45.85028614, 9.388156645)"
2013,MANTOVA,M,Disturbi psichici e comportamentali,altri disturbi psichici e comportamentali,10.77086348,45.14135331,5,"(45.14135331, 10.77086348)"
2015,MILANO,M,"Sintomi, segni, risultati anomali e cause mal definite","altri sintomi, segni, risultati anomali e cause mal definite",9.18951,45.46427,142,"(45.46427, 9.18951)"
2012,LODI,M,Malattie dell'apparato digerente,altre malattie dell'apparato digerente,9.510140481,45.31535435,20,"(45.31535435, 9.510140481)"
2015,SONDRIO,M,Malattie del sistema nervoso e degli organi di senso,altre malattie del sistema nervoso e degli organi di senso,9.879429303,46.1707552,8,"(46.1707552, 9.879429303)"
2012,BRESCIA,M,Malattie del sistema circolatorio,malattie cerebrovascolari,10.18167955,45.51939749,339,"(45.51939749, 10.18167955)"
2012,SONDRIO,M,Cause esterne di traumatismo e avvelenamento,accidenti-di cui accidenti di trasporto,9.879429303,46.1707552,12,"(46.1707552, 9.879429303)"
2014,LECCO,F,Malattie del sistema circolatorio,malattie ischemiche del cuore-di cui altre malattie ischemiche del cuore,9.388156645,45.85028614,99,"(45.85028614, 9.388156645)"
2012,LODI,M,Malattie del sistema circolatorio,malattie ischemiche del cuore-di cui infarto miocardico acuto,9.510140481,45.31535435,47,"(45.31535435, 9.510140481)"
2012,MONZA E DELLA BRIANZA,M,Disturbi psichici e comportamentali,altri disturbi psichici e comportamentali,9.258430902,45.5823624,7,"(45.5823624, 9.258430902)"
2014,MONZA E DELLA BRIANZA,M,"Sintomi, segni, risultati anomali e cause mal definite",cause sconosciute e non specificate,9.258430902,45.5823624,5,"(45.5823624, 9.258430902)"
2014,SONDRIO,F,Malattie del sistema nervoso e degli organi di senso,morbo di parkinson,9.879429303,46.1707552,6,"(46.1707552, 9.879429303)"
2015,ITALIA,M,Malattie del sistema nervoso e degli organi di senso,morbo di parkinson,,,3254,
2012,SONDRIO,M,Malattie dell'apparato genitourinario,altre malattie dell'apparato genitourinario,9.879429303,46.1707552,2,"(46.1707552, 9.879429303)"
2014,CREMONA,M,"Sintomi, segni, risultati anomali e cause mal definite",sindrome della morte improvvisa nell'infanzia,10.0131151,45.13644491,,"(45.13644491, 10.0131151)"
2015,VARESE,F,Malattie dell'apparato digerente,"cirrosi, fibrosi ed epatite cronica",8.80650544,45.80041256,24,"(45.80041256, 8.80650544)"
2013,PAVIA,M,Malattie del sistema respiratorio,malattie croniche delle basse vie respiratorie-di cui asma,9.14034225,45.18407925,,"(45.18407925, 9.14034225)"
2013,MANTOVA,M,Malformazioni congenite ed anomalie cromosomiche,malformazioni congenite ed anomalie cromosomiche,10.77086348,45.14135331,3,"(45.14135331, 10.77086348)"
2014,MILANO,F,"Complicazioni della gravidanza, del parto e del puerperio","complicazioni della gravidanza, del parto e del puerperio",9.18951,45.46427,,"(45.46427, 9.18951)"
2014,COMO,F,Malattie del sistema circolatorio,altre malattie del sistema circolatorio,9.039360974,45.80216962,184,"(45.80216962, 9.039360974)"
2013,LODI,F,Malattie del sistema circolatorio,malattie cerebrovascolari,9.510140481,45.31535435,125,"(45.31535435, 9.510140481)"
2013,MONZA E DELLA BRIANZA,M,"Sintomi, segni, risultati anomali e cause mal definite",cause sconosciute e non specificate,9.258430902,45.5823624,6,"(45.5823624, 9.258430902)"
2013,VARESE,F,Cause esterne di traumatismo e avvelenamento,accidenti-di cui annegamento e sommersione accidentali,8.80650544,45.80041256,,"(45.80041256, 8.80650544)"
2014,LODI,F,Malattie del sistema respiratorio,influenza,9.510140481,45.31535435,1,"(45.31535435, 9.510140481)"
2012,MANTOVA,M,Malattie del sistema circolatorio,altre malattie del sistema circolatorio,10.77086348,45.14135331,125,"(45.14135331, 10.77086348)"
2012,COMO,M,Cause esterne di traumatismo e avvelenamento,accidenti-di cui cadute accidentali,9.039360974,45.80216962,23,"(45.80216962, 9.039360974)"
2012,VARESE,F,"Sintomi, segni, risultati anomali e cause mal definite",sindrome della morte improvvisa nell'infanzia,8.80650544,45.80041256,,"(45.80041256, 8.80650544)"
2012,BRESCIA,M,Malattie del sistema circolatorio,malattie ischemiche del cuore-di cui altre malattie ischemiche del cuore,10.18167955,45.51939749,342,"(45.51939749, 10.18167955)"
2014,SONDRIO,F,Malattie del sistema circolatorio,malattie cerebrovascolari,9.879429303,46.1707552,88,"(46.1707552, 9.879429303)"
2013,MONZA E DELLA BRIANZA,F,Malattie del sistema respiratorio,malattie croniche delle basse vie respiratorie-di cui asma,9.258430902,45.5823624,3,"(45.5823624, 9.258430902)"
2013,REGIONE LOMBARDIA,F,Malattie del sistema respiratorio,altre malattie del sistema respiratorio,,,936,
2013,MANTOVA,M,Malattie del sistema circolatorio,altre malattie del cuore,10.77086348,45.14135331,160,"(45.14135331, 10.77086348)"
2012,CREMONA,F,"Complicazioni della gravidanza, del parto e del puerperio","complicazioni della gravidanza, del parto e del puerperio",10.0131151,45.13644491,,"(45.13644491, 10.0131151)"
2014,COMO,M,Malattie del sistema respiratorio,malattie croniche delle basse vie respiratorie-di cui altre malattie croniche delle basse vie respiratorie,9.039360974,45.80216962,95,"(45.80216962, 9.039360974)"
2015,PAVIA,F,Malattie del sistema osteomuscolare e del tessuto connettivo,altre malattie del sistema osteomuscolare e del tessuto connettivo,9.14034225,45.18407925,17,"(45.18407925, 9.14034225)"
2012,VARESE,F,Alcune condizioni morbose che hanno origine nel periodo perinatale,alcune condizioni morbose che hanno origine nel periodo perinatale,8.80650544,45.80041256,7,"(45.80041256, 8.80650544)"
2015,SONDRIO,F,Malattie del sistema circolatorio,malattie cerebrovascolari,9.879429303,46.1707552,85,"(46.1707552, 9.879429303)"
2014,MANTOVA,M,Malattie del sistema circolatorio,altre malattie del sistema circolatorio,10.77086348,45.14135331,116,"(45.14135331, 10.77086348)"
2014,ITALIA,F,Malattie del sistema osteomuscolare e del tessuto connettivo,altre malattie del sistema osteomuscolare e del tessuto connettivo,,,1485,
2013,SONDRIO,M,Alcune condizioni morbose che hanno origine nel periodo perinatale,alcune condizioni morbose che hanno origine nel periodo perinatale,9.879429303,46.1707552,1,"(46.1707552, 9.879429303)"
2012,SONDRIO,M,Malattie del sistema respiratorio,malattie croniche delle basse vie respiratorie-di cui asma,9.879429303,46.1707552,,"(46.1707552, 9.879429303)"
2015,LECCO,M,Malattie del sistema osteomuscolare e del tessuto connettivo,altre malattie del sistema osteomuscolare e del tessuto connettivo,9.388156645,45.85028614,3,"(45.85028614, 9.388156645)"
2013,BERGAMO,M,"Complicazioni della gravidanza, del parto e del puerperio","complicazioni della gravidanza, del parto e del puerperio",9.63853045,45.68012929,,"(45.68012929, 9.63853045)"
2013,BRESCIA,F,Malattie del sistema circolatorio,malattie ischemiche del cuore-di cui altre malattie ischemiche del cuore,10.18167955,45.51939749,452,"(45.51939749, 10.18167955)"
