ANNO,ATS STRUTTURA,CODICE STRUTTURA DI RICOVERO,DESCRIZIONE STRUTTURA DI RICOVERO,CODICE DISCIPLINA,DESCRIZIONE DISCIPLINA,DEGENZA MEDIA TOTALE,ACCESSI MEDI TOTALE
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030067-00,OSPEDALE MAGGIORE DI LODI,38,OTORINOLARINGOIATRIA,2.39206,1.013889
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030087-00,OSPEDALE CADUTI BOLLATESI - BOLLATE,36,ORTOPEDIA E TRAUMATOLOGIA,7.797721,1.3
2013,328 - ATS DI PAVIA,030383-00,NUOVO OSPEDALE DI BRONI E STRADELLA ,09,CHIRURGIA GENERALE,6.962114,1.059406
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030914-00,OSPEDALE S. PAOLO - MILANO,26,MEDICINA GENERALE,9.378936,1.967742
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030912-00,P.O. CENTRO TRAUMATOLOGICO ORTOPEDICO - MILANO,36,ORTOPEDIA E TRAUMATOLOGIA,7.732505,1
2017,324 - ATS DELLA BRIANZA,030107-00,ISTITUTI CLINICI ZUCCHI SPA-MONZA,36,ORTOPEDIA E TRAUMATOLOGIA,3.489617,1.243243
2017,322 - ATS DELL'INSUBRIA,030901-01,OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,29,NEFROLOGIA,12.620253,5.877193
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030067-00,OSPEDALE MAGGIORE DI LODI,12,CHIRURGIA PLASTICA,4.139423,1
2015,326 - ATS DI BRESCIA,030906-00,PRES.OSPEDAL.SPEDALI CIVILI BRESCIA,08,CARDIOLOGIA,6.694311,1.033994
2013,322 - ATS DELL'INSUBRIA,030009-00,OSPEDALE A.BELLINI - SOMMA LOMBARDO,98,DAY SURGERY,0,1
2012,328 - ATS DI PAVIA,030383-00,NUOVO OSPEDALE DI BRONI E STRADELLA ,09,CHIRURGIA GENERALE,7.037391,1.086022
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030914-00,OSPEDALE S. PAOLO - MILANO,37,OSTETRICIA E GINECOLOGIA,3.80292,1
2013,324 - ATS DELLA BRIANZA,030070-00,PRESIDIO OSPEDALIERO DI CARATE ,09,CHIRURGIA GENERALE,5.496804,1.584989
2017,324 - ATS DELLA BRIANZA,030903-00,OSPEDALE DI CIRCOLO A. MANZONI - LECCO,08,CARDIOLOGIA,5.725104,1.905109
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030097-00,ISTITUTO CLINICO CITTA' STUDI - MILANO,43,UROLOGIA,4.629423,1
2017,322 - ATS DELL'INSUBRIA,030004-00,OSPEDALE DI CIRCOLO - BUSTO ARSIZIO,39,PEDIATRIA,4.636757,0
2013,325 - ATS DI BERGAMO,030148-00,POLICLINICO SAN PIETRO  - PONTE S. PIETRO,34,OCULISTICA,1,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030925-00,FONDAZ.IRCCS CA' GRANDA - OSPEDALE MAGGIORE POLICLINICO,29,NEFROLOGIA,11.182624,1.392857
2015,324 - ATS DELLA BRIANZA,030034-00,CASA DI CURA G.B. MANGIONI - LECCO,38,OTORINOLARINGOIATRIA,1.920588,1
2012,322 - ATS DELL'INSUBRIA,030004-00,OSPEDALE DI CIRCOLO - BUSTO ARSIZIO,36,ORTOPEDIA E TRAUMATOLOGIA,6.698901,1.007704
2014,323 - ATS DELLA MONTAGNA,030031-00,OSP. MORIGGIA PELASCINI - GRAVEDONA,30,NEUROCHIRURGIA,8.340952,1
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030941-00,ISTITUTO EUROPEO DI ONCOLOGIA-MILANO,09,CHIRURGIA GENERALE,3.852576,0
2014,324 - ATS DELLA BRIANZA,030068-00,PRESIDIO OSPEDALIERO DI DESIO,39,PEDIATRIA,4.492839,1.535714
2015,326 - ATS DI BRESCIA,030295-00,FONDAZIONE POLIAMBULANZA - BRESCIA,36,ORTOPEDIA E TRAUMATOLOGIA,3.533742,1.482659
2016,327 - ATS DELLA VAL PADANA,030209-00,OSPEDALE MAGGIORE - CREMA,68,PNEUMOLOGIA,12.59761,1
2014,327 - ATS DELLA VAL PADANA,030209-00,OSPEDALE MAGGIORE - CREMA,14,CHIRURGIA VASCOLARE,7.232984,4.170543
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030067-00,OSPEDALE MAGGIORE DI LODI,38,OTORINOLARINGOIATRIA,2.895122,1
2014,327 - ATS DELLA VAL PADANA,030907-00,OSPEDALE C. POMA - MANTOVA,43,UROLOGIA,4.47275,1.016014
2012,328 - ATS DI PAVIA,030924-00,OSPEDALE POLICLINICO S. MATTEO - PAVIA,71,REUMATOLOGIA,12.468531,2.526589
2013,324 - ATS DELLA BRIANZA,030024-00,OSPEDALE DI CIRCOLO S.L.MANDIC-MERATE,39,PEDIATRIA,4.243266,1.182456
2015,328 - ATS DI PAVIA,030924-00,POLICLINICO S. MATTEO - PAVIA,52,DERMATOLOGIA,7.241667,1
2017,325 - ATS DI BERGAMO,030131-00,OSPEDALE DI TREVIGLIO E CARAVAGGIO,34,OCULISTICA,1.205674,1
2012,326 - ATS DI BRESCIA,030184-00,OSPEDALE DI MANERBIO,34,OCULISTICA,3.591837,1
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030912-00,P.O. CENTRO TRAUMATOLOGICO ORTOPEDICO - MILANO,56,RECUPERO E RIABILITAZIONE FUNZIONALE,23.113483,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030067-00,OSPEDALE MAGGIORE DI LODI,36,ORTOPEDIA E TRAUMATOLOGIA,6.248626,1
2015,322 - ATS DELL'INSUBRIA,030029-00,OSP.SACRA FAMIGLIA - F.B.F. - ERBA,67,PENSIONANTI,2.829787,1
2017,323 - ATS DELLA MONTAGNA,030031-00,OSP. MORIGGIA PELASCINI - GRAVEDONA,37,OSTETRICIA E GINECOLOGIA,3.411859,1.063636
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030121-00,CASA DI CURA S. PIO X - MILANO,43,UROLOGIA,3.5888,1.343023
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030913-00,OSPEDALE CA' GRANDA-NIGUARDA - MILANO,34,OCULISTICA,2.202729,1.074338
2015,324 - ATS DELLA BRIANZA,030909-00,OSPEDALE S.GERARDO - MONZA,08,CARDIOLOGIA,6.426537,1.032581
2014,325 - ATS DI BERGAMO,030131-00,OSPEDALE DI TREVIGLIO E CARAVAGGIO,98,DAY SURGERY,0,1.229614
2017,323 - ATS DELLA MONTAGNA,030904-00,OSPEDALE MORELLI - SONDALO,68,PNEUMOLOGIA,17.119632,0
2015,324 - ATS DELLA BRIANZA,030903-00,OSPEDALE DI CIRCOLO A. MANZONI - LECCO,12,CHIRURGIA PLASTICA,2,1
2014,327 - ATS DELLA VAL PADANA,030209-00,OSPEDALE MAGGIORE - CREMA,08,CARDIOLOGIA,5.366824,1
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030913-00,OSPEDALE CA' GRANDA-NIGUARDA - MILANO,43,UROLOGIA,5.166858,0
2012,327 - ATS DELLA VAL PADANA,030908-00,ISTITUTI OSPITALIERI - CREMONA,70,RADIOTERAPIA,16.392484,1.018692
2014,324 - ATS DELLA BRIANZA,030909-00,OSPEDALE S.GERARDO - MONZA,43,UROLOGIA,4.03012,1.239374
2015,324 - ATS DELLA BRIANZA,030107-00,ISTITUTI CLINICI ZUCCHI SPA-MONZA,09,CHIRURGIA GENERALE,2.713923,1.009276
2017,326 - ATS DI BRESCIA,030906-00,PRES.OSPEDAL.SPEDALI CIVILI BRESCIA,12,CHIRURGIA PLASTICA,7.667732,1.007722
2015,324 - ATS DELLA BRIANZA,030078-00,PRESIDIO OSPEDALIERO DI VIMERCATE,34,OCULISTICA,1.15,1.25
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030943-00,IST. CLIN. HUMANITAS - ROZZANO,64,ONCOLOGIA,9.213824,1.209493
2012,324 - ATS DELLA BRIANZA,030078-00,PRESIDIO OSPEDALIERO DI VIMERCATE,36,ORTOPEDIA E TRAUMATOLOGIA,7.163851,1.016393
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030914-00,OSPEDALE S. PAOLO - MILANO,38,OTORINOLARINGOIATRIA,2.868307,1.803571
2014,326 - ATS DI BRESCIA,030906-00,PRES.OSPEDAL.SPEDALI CIVILI BRESCIA,09,CHIRURGIA GENERALE,5.796923,1.167951
2017,325 - ATS DI BERGAMO,030144-00,CASA DI CURA BEATO PALAZZOLO - BERGAMO,56,RECUPERO E RIABILITAZIONE FUNZIONALE,29.560669,26.219512
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030913-00,OSPEDALE CA' GRANDA-NIGUARDA - MILANO,98,DAY SURGERY,0,1.201858
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030913-00,OSPEDALE CA' GRANDA-NIGUARDA - MILANO,71,REUMATOLOGIA,11.370968,10.753846
2012,326 - ATS DI BRESCIA,030178-00,IST.CLIN. CITTA' DI BRESCIA SPA-BRESCIA,34,OCULISTICA,1.666667,1
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030066-00,OSPEDALE G.SALVINI-GARBAGNATE MIL.SE,36,ORTOPEDIA E TRAUMATOLOGIA,8.689441,1.177215
2013,328 - ATS DI PAVIA,030202-00,IST.DI CURA CITTA'DI PAVIA,36,ORTOPEDIA E TRAUMATOLOGIA,2.812834,1.252427
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030116-00,CLINICA SAN CARLO - PADERNO DUGNANO,64,ONCOLOGIA,10.592814,1
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030925-00,FONDAZ.IRCCS CA' GRANDA - OSPEDALE MAGGIORE POLICLINICO,58,GASTROENTEROLOGIA,7.183486,1.239316
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030097-00,ISTITUTO CLINICO CITTA' STUDI - MILANO,98,DAY SURGERY,0,1.001748
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030943-00,IST. CLIN. HUMANITAS - ROZZANO,02,DAY HOSPITAL,0,1.371168
2014,328 - ATS DI PAVIA,030924-00,POLICLINICO S. MATTEO - PAVIA,71,REUMATOLOGIA,13.208333,1.640306
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030067-00,OSPEDALE MAGGIORE DI LODI,08,CARDIOLOGIA,8.820175,1.028037
2014,322 - ATS DELL'INSUBRIA,030902-00,OSPEDALE S. ANNA - COMO,02,DAY HOSPITAL,0,1.662921
2017,328 - ATS DI PAVIA,030201-00,CASA DI CURA CITTADELLA SOCIALE,37,OSTETRICIA E GINECOLOGIA,0,1
2013,327 - ATS DELLA VAL PADANA,030908-00,ISTITUTI OSPITALIERI - CREMONA,34,OCULISTICA,1.368831,1.007576
2014,325 - ATS DI BERGAMO,030137-00,OSP.LE SS.CAPITANIO E GEROSA - LOVERE,43,UROLOGIA,3.406824,1.524876
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030072-01,OSPEDALE DI  VIZZOLO PREDABISSI,34,OCULISTICA,3.627586,1
2012,322 - ATS DELL'INSUBRIA,030004-00,OSPEDALE DI CIRCOLO - BUSTO ARSIZIO,37,OSTETRICIA E GINECOLOGIA,3.375605,1.283063
2014,325 - ATS DI BERGAMO,030382-00,OSPEDALE M. O. ANTONIO LOCATELLI-PIARIO,36,ORTOPEDIA E TRAUMATOLOGIA,6.034884,1.010152
2014,325 - ATS DI BERGAMO,030131-00,OSPEDALE DI TREVIGLIO E CARAVAGGIO,26,MEDICINA GENERALE,14.477764,1
2012,326 - ATS DI BRESCIA,030295-00,POLIAMBULANZA - BRESCIA,08,CARDIOLOGIA,4.417694,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030936-01,IST.AUXOLOGICO ITALIANO-I.S. S.LUCA-MILANO,08,CARDIOLOGIA,6.13955,0
2016,324 - ATS DELLA BRIANZA,030068-00,PRESIDIO OSPEDALIERO DI DESIO,39,PEDIATRIA,4.353432,1.567568
2017,325 - ATS DI BERGAMO,030131-00,OSPEDALE DI TREVIGLIO E CARAVAGGIO,26,MEDICINA GENERALE,13.672867,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030935-00,IRCCS    S. RAFFAELE - MILANO,39,PEDIATRIA,6.36275,1.214595
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030105-00,CASA DI CURA S. CAMILLO - MILANO,36,ORTOPEDIA E TRAUMATOLOGIA,3.631579,1
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030071-01,OSPEDALE S. MARIA DELLE STELLE MELZO,37,OSTETRICIA E GINECOLOGIA,3.98174,1.017544
2017,326 - ATS DI BRESCIA,030906-00,PRES.OSPEDAL.SPEDALI CIVILI BRESCIA,32,NEUROLOGIA,8.763412,1
2017,322 - ATS DELL'INSUBRIA,030015-00,CASA DI CURA SANTA MARIA - CASTELLANZA,14,CHIRURGIA VASCOLARE,4.682081,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030915-00,OSPEDALE S. CARLO BORROMEO - MILANO,26,MEDICINA GENERALE,13.316526,2
2016,325 - ATS DI BERGAMO,030143-00,CLINICHE GAVAZZENI SPA - BERGAMO,07,CARDIOCHIRURGIA,14.335155,1
2015,325 - ATS DI BERGAMO,030137-00,OSP.LE SS.CAPITANIO E GEROSA - LOVERE,43,UROLOGIA,3.53951,1.509091
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030079-00,OSPEDALE CIVICO - CODOGNO,37,OSTETRICIA E GINECOLOGIA,3.901489,1.020492
2014,326 - ATS DI BRESCIA,030906-00,PRES.OSPEDAL.SPEDALI CIVILI BRESCIA,08,CARDIOLOGIA,6.906128,1.02381
2015,322 - ATS DELL'INSUBRIA,030029-00,OSP.SACRA FAMIGLIA - F.B.F. - ERBA,36,ORTOPEDIA E TRAUMATOLOGIA,6.489824,1
2014,322 - ATS DELL'INSUBRIA,030282-02,OSPEDALE LUINI CONFALONIERI - LUINO,26,MEDICINA GENERALE,8.954,1.090909
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030071-01,OSPEDALE S. MARIA DELLE STELLE MELZO,39,PEDIATRIA,3.054171,1.208333
2017,325 - ATS DI BERGAMO,030143-00,CLINICHE GAVAZZENI SPA - BERGAMO,08,CARDIOLOGIA,4.334601,1
2015,326 - ATS DI BRESCIA,030295-00,FONDAZIONE POLIAMBULANZA - BRESCIA,34,OCULISTICA,2.154717,1.044444
2015,327 - ATS DELLA VAL PADANA,030209-00,OSPEDALE MAGGIORE - CREMA,38,OTORINOLARINGOIATRIA,3.660735,1.003992
2015,326 - ATS DI BRESCIA,030906-00,PRES.OSPEDAL.SPEDALI CIVILI BRESCIA,43,UROLOGIA,4.371327,1.09058
2016,324 - ATS DELLA BRIANZA,030078-00,PRESIDIO OSPEDALIERO DI VIMERCATE,36,ORTOPEDIA E TRAUMATOLOGIA,6.358195,1.017544
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030113-00,CASA DI CURA LA MADONNINA - MILANO,12,CHIRURGIA PLASTICA,1.293051,1
2015,324 - ATS DELLA BRIANZA,030068-00,PRESIDIO OSPEDALIERO DI DESIO,34,OCULISTICA,1.227612,1.03125
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030925-00,FONDAZ.IRCCS CA' GRANDA - OSPEDALE MAGGIORE POLICLINICO,37,OSTETRICIA E GINECOLOGIA,5.588493,1.000224
2012,327 - ATS DELLA VAL PADANA,030209-00,OSPEDALE MAGGIORE - CREMA,38,OTORINOLARINGOIATRIA,3.788961,1.001637
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030916-00,OSPEDALE L. SACCO - MILANO,58,GASTROENTEROLOGIA,9.558491,1.214286
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030119-00,IST.CLINICO S.SIRO SPA-MILANO,34,OCULISTICA,0,1
2015,324 - ATS DELLA BRIANZA,030024-00,OSPEDALE DI CIRCOLO S.L.MANDIC-MERATE,34,OCULISTICA,1,1
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030085-01,OSPEDALE UBOLDO - CERNUSCO S/NAVIGLIO,29,NEFROLOGIA,9.745763,3.275
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030281-01,OSPEDALE CIVILE DI LEGNANO,31,NIDO,6.765625,0
2015,322 - ATS DELL'INSUBRIA,030038-00,CASA DI CURA LE BETULLE-APPIANO GENTILE,09,CHIRURGIA GENERALE,1.320285,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030125-00,CASA DI CURA AMBROSIANA SPA-CESANO B.,34,OCULISTICA,1,1
2014,322 - ATS DELL'INSUBRIA,030006-00,OSP. S. ANTONIO ABATE - GALLARATE,38,OTORINOLARINGOIATRIA,3.339623,1.005865
2016,328 - ATS DI PAVIA,030939-00,FOND.IST.NEUROL.C.MONDINO-PAVIA,32,NEUROLOGIA,7.672833,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030116-00,CLINICA SAN CARLO - PADERNO DUGNANO,37,OSTETRICIA E GINECOLOGIA,3.769231,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030389-02,POLO CHIRURGICO CAPITANIO - MILANO,98,DAY SURGERY,0,1.002721
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030073-00,OSPEDALE DI CIRCOLO - RHO,37,OSTETRICIA E GINECOLOGIA,4.451198,1
2017,322 - ATS DELL'INSUBRIA,030388-00,IST. RIV. E CURA-GRUPPO ISENI SANITA',09,CHIRURGIA GENERALE,5.372881,1
2014,322 - ATS DELL'INSUBRIA,030010-00,OSPEDALE GALMARINI - TRADATE,29,NEFROLOGIA,0,1
2016,322 - ATS DELL'INSUBRIA,030901-01,OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,43,UROLOGIA,5.917508,1.018779
2016,324 - ATS DELLA BRIANZA,030903-00,OSPEDALE DI CIRCOLO A. MANZONI - LECCO,12,CHIRURGIA PLASTICA,3.903614,1
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030079-00,OSPEDALE CIVICO - CODOGNO,08,CARDIOLOGIA,7.367133,1.237624
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030281-01,OSPEDALE CIVILE DI LEGNANO,98,DAY SURGERY,0,1.17445
2017,322 - ATS DELL'INSUBRIA,030029-00,OSP.SACRA FAMIGLIA - F.B.F. - ERBA,37,OSTETRICIA E GINECOLOGIA,3.740187,1.008889
2012,324 - ATS DELLA BRIANZA,030068-00,PRESIDIO OSPEDALIERO DI DESIO,43,UROLOGIA,4.083939,1.154589
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030941-00,ISTITUTO EUROPEO DI ONCOLOGIA-MILANO,26,MEDICINA GENERALE,3.381684,0
2012,325 - ATS DI BERGAMO,030147-00,POLICLINICO SAN MARCO S.R.L.-OSIO SOTTO,34,OCULISTICA,0,1
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030367-00,OSPEDALE S. GIUSEPPE - MILANO,32,NEUROLOGIA,6.125158,0
2013,327 - ATS DELLA VAL PADANA,030218-00,CASA DI CURA S. CAMILLO - CREMONA,60,LUNGODEGENTI,17.051546,0
2015,324 - ATS DELLA BRIANZA,030068-00,PRESIDIO OSPEDALIERO DI DESIO,43,UROLOGIA,4.194781,1.121739
2014,326 - ATS DI BRESCIA,030184-00,OSPEDALE DI MANERBIO,34,OCULISTICA,4.151515,1
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030105-00,CASA DI CURA S. CAMILLO - MILANO,36,ORTOPEDIA E TRAUMATOLOGIA,3.293103,1
2017,325 - ATS DI BERGAMO,030147-00,POLICLINICO SAN MARCO - OSIO SOTTO,43,UROLOGIA,5.050093,1.985915
2013,325 - ATS DI BERGAMO,030145-00,CLINICA  CASTELLI - BERGAMO,34,OCULISTICA,1,1
2014,327 - ATS DELLA VAL PADANA,030907-00,OSPEDALE C. POMA - MANTOVA,26,MEDICINA GENERALE,12.712739,6.013514
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030367-00,OSPEDALE S. GIUSEPPE - MILANO,09,CHIRURGIA GENERALE,2.976654,1
2014,326 - ATS DI BRESCIA,030906-00,PRES.OSPEDAL.SPEDALI CIVILI BRESCIA,43,UROLOGIA,4.148318,1.124294
2014,327 - ATS DELLA VAL PADANA,030209-00,OSPEDALE MAGGIORE - CREMA,40,PSICHIATRIA,11.469298,6.851064
2016,328 - ATS DI PAVIA,030201-00,CASA DI CURA CITTADELLA SOCIALE,36,ORTOPEDIA E TRAUMATOLOGIA,3.204598,1
2013,327 - ATS DELLA VAL PADANA,030209-00,OSPEDALE MAGGIORE - CREMA,08,CARDIOLOGIA,5.328165,1.333333
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030913-00,OSPEDALE CA' GRANDA-NIGUARDA - MILANO,34,OCULISTICA,2.302632,1.087923
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030116-00,CLINICA SAN CARLO - PADERNO DUGNANO,38,OTORINOLARINGOIATRIA,2.105263,1
2016,326 - ATS DI BRESCIA,030906-00,PRES.OSPEDAL.SPEDALI CIVILI BRESCIA,08,CARDIOLOGIA,6.309648,1.02071
2015,326 - ATS DI BRESCIA,030157-00,OSPEDALE CIVILE LA MEMORIA DI GAVARDO,36,ORTOPEDIA E TRAUMATOLOGIA,6.006615,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030914-00,OSPEDALE S. PAOLO - MILANO,52,DERMATOLOGIA,0,4.48688
2013,328 - ATS DI PAVIA,030924-00,POLICLINICO S. MATTEO - PAVIA,68,PNEUMOLOGIA,17.194779,1.12192
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030097-00,ISTITUTO CLINICO CITTA' STUDI - MILANO,08,CARDIOLOGIA,7.012474,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030121-00,CASA DI CURA S. PIO X - MILANO,09,CHIRURGIA GENERALE,3.160633,1.341176
2015,325 - ATS DI BERGAMO,030134-00,OSPEDALE F. M. PASSI - CALCINATE,09,CHIRURGIA GENERALE,5.143577,1
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030281-01,OSPEDALE CIVILE DI LEGNANO,39,PEDIATRIA,4.304391,1.480392
2012,322 - ATS DELL'INSUBRIA,030006-00,OSP. S. ANTONIO ABATE - GALLARATE,43,UROLOGIA,7.510917,1.197279
2013,325 - ATS DI BERGAMO,030147-00,POLICLINICO SAN MARCO - OSIO SOTTO,14,CHIRURGIA VASCOLARE,4.517385,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030947-00,I.R.C.C.S. POLICLINICO SAN DONATO,43,UROLOGIA,3.451209,3.333333
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030936-02,IST.AUXOLOGICO ITAL.-I.S. S.MICHELE-MILANO,02,DAY HOSPITAL,0,1.850649
2013,324 - ATS DELLA BRIANZA,030078-00,PRESIDIO OSPEDALIERO DI VIMERCATE,43,UROLOGIA,6.23913,1.399317
2016,327 - ATS DELLA VAL PADANA,030908-00,ISTITUTI OSPITALIERI - CREMONA,68,PNEUMOLOGIA,9.447842,5.318182
2016,326 - ATS DI BRESCIA,030906-00,PRES.OSPEDAL.SPEDALI CIVILI BRESCIA,43,UROLOGIA,4.615798,1.023411
2015,327 - ATS DELLA VAL PADANA,030218-00,CASA DI CURA S. CAMILLO - CREMONA,09,CHIRURGIA GENERALE,2.821053,1.08885
2013,327 - ATS DELLA VAL PADANA,030908-00,ISTITUTI OSPITALIERI - CREMONA,37,OSTETRICIA E GINECOLOGIA,4.091378,1.002105
2015,324 - ATS DELLA BRIANZA,030081-00,PRESIDIO OSPEDALIERO DI GIUSSANO,36,ORTOPEDIA E TRAUMATOLOGIA,4.648855,1.079439
2015,324 - ATS DELLA BRIANZA,030033-00,CASA DI CURA BEATO L.TALAMONI-LECCO,34,OCULISTICA,1,1
2016,324 - ATS DELLA BRIANZA,030909-00,OSPEDALE S.GERARDO - MONZA,68,PNEUMOLOGIA,11.586583,1.026846
2012,326 - ATS DI BRESCIA,030162-00,PRESIDIO OSPEDALIERO GARDONE V.T.,09,CHIRURGIA GENERALE,7.118774,1.046392
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030914-00,OSPEDALE S. PAOLO - MILANO,43,UROLOGIA,5.056322,2.153101
2017,323 - ATS DELLA MONTAGNA,030031-00,OSP. MORIGGIA PELASCINI - GRAVEDONA,39,PEDIATRIA,3.123656,1
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030916-00,OSPEDALE L. SACCO - MILANO,36,ORTOPEDIA E TRAUMATOLOGIA,6.89271,1.017857
2017,325 - ATS DI BERGAMO,030905-00,OSPEDALE PAPA GIOVANNI XXIII - BG,48,NEFROLOGIA (ABILITAZIONE TRAPIANTO RENE),10.338983,1.013158
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030097-00,ISTITUTO CLINICO CITTA' STUDI - MILANO,34,OCULISTICA,1.017964,1
2012,326 - ATS DI BRESCIA,030295-00,POLIAMBULANZA - BRESCIA,07,CARDIOCHIRURGIA,10.009488,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030941-00,ISTITUTO EUROPEO DI ONCOLOGIA-MILANO,02,DAY HOSPITAL,1,1.32294
2017,324 - ATS DELLA BRIANZA,030106-00,CASA DI CURA POLICLINICO - MONZA,49,TERAPIA INTENSIVA,16.032258,0
2016,326 - ATS DI BRESCIA,030156-00,OSPEDALE DI DESENZANO,34,OCULISTICA,2.577143,1
2017,324 - ATS DELLA BRIANZA,030909-00,OSPEDALE S.GERARDO - MONZA,50,UNITA' CORONARICA,6.539683,0
2017,322 - ATS DELL'INSUBRIA,030010-00,OSPEDALE GALMARINI - TRADATE,36,ORTOPEDIA E TRAUMATOLOGIA,7.065152,1
2014,324 - ATS DELLA BRIANZA,030909-00,OSPEDALE S.GERARDO - MONZA,13,CHIRURGIA TORACICA,8.099762,1.021053
2014,322 - ATS DELL'INSUBRIA,030006-00,OSP. S. ANTONIO ABATE - GALLARATE,43,UROLOGIA,7.031934,1.08377
2015,326 - ATS DI BRESCIA,030176-00,ISTITUTO CLINICO  S. ANNA - BRESCIA,14,CHIRURGIA VASCOLARE,6.948187,1
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030925-00,FONDAZ.IRCCS CA' GRANDA - OSPEDALE MAGGIORE POLICLINICO,11,CHIRURGIA PEDIATRICA,4.165,1.005044
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030913-00,OSPEDALE CA' GRANDA-NIGUARDA - MILANO,26,MEDICINA GENERALE,14.214019,0
2015,326 - ATS DI BRESCIA,030156-00,OSPEDALE DI DESENZANO,34,OCULISTICA,2.630058,1
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030915-00,OSPEDALE S. CARLO BORROMEO - MILANO,39,PEDIATRIA,3.751259,1.002174
2017,326 - ATS DI BRESCIA,030159-00,PRESIDIO OSPEDALIERO DI MONTICHIARI,09,CHIRURGIA GENERALE,4.884781,1.004587
