ANNO,CODICE_ATS_EROGAZIONE,DESCRIZIONE_ATS_EROGAZIONE,ATC_LIVELLO_1,DESCRIZIONE_ATC_LIVELLO_1,ATC_LIVELLO_2,DESCRIZIONE_ATC_LIVELLO_2,CONF_PER_ PRIMI_10_ATC_LIVELLO2
2015,324,ATS DELLA BRIANZA,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H05,CALCIO-OMEOSTATICI,2277
2015,327,ATS DELLA VAL PADANA,B,SANGUE E ORGANI EMOPOIETICI,B05,SUCCEDANEI DEL SANGUE E SOLUZIONI PERFUSIONALI,41500
2016,30,REGIONE LOMBARDIA,R,SISTEMA RESPIRATORIO,R01,PREPARATI RINOLOGICI,223
2012,325,ATS DI BERGAMO,M,SISTEMA MUSCOLO-SCHELETRICO,M03,MIORILASSANTI,7071
2013,325,ATS DI BERGAMO,N,SISTEMA NERVOSO,N02,ANALGESICI,458035
2013,325,ATS DI BERGAMO,N,SISTEMA NERVOSO,N03,ANTIEPILETTICI,361145
2013,326,ATS DI BRESCIA,J,ANTINFETTIVI PER USO SISTEMICO,J05,ANTIVIRALI PER USO SISTEMICO,22985
2014,322,ATS DELL'INSUBRIA,J,ANTINFETTIVI PER USO SISTEMICO,J01,ANTIBATTERICI PER USO SISTEMICO,1443000
2014,323,ATS DELLA MONTAGNA,C,SISTEMA CARDIOVASCOLARE,C09,SOSTANZE AD AZIONE SUL SISTEMA RENINA-ANGIOTENSINA,861577
2015,322,ATS DELL'INSUBRIA,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L02,TERAPIA ENDOCRINA,100003
2015,324,ATS DELLA BRIANZA,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H03,TERAPIA TIROIDEA,241851
2012,325,ATS DI BERGAMO,M,SISTEMA MUSCOLO-SCHELETRICO,M01,FARMACI ANTINFIAMMATORI ED ANTIREUMATICI,277450
2013,328,ATS DI PAVIA,J,ANTINFETTIVI PER USO SISTEMICO,J05,ANTIVIRALI PER USO SISTEMICO,12354
2013,328,ATS DI PAVIA,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L02,TERAPIA ENDOCRINA,41100
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,D,DERMATOLOGICI,D07,"CORTICOSTEROIDI, PREPARATI DERMATOLOGICI",53404
2014,323,ATS DELLA MONTAGNA,C,SISTEMA CARDIOVASCOLARE,C01,TERAPIA CARDIACA,131873
2014,323,ATS DELLA MONTAGNA,M,SISTEMA MUSCOLO-SCHELETRICO,M03,MIORILASSANTI,2842
2015,30,REGIONE LOMBARDIA,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",P01,ANTIPROTOZOARI,326543
2016,325,ATS DI BERGAMO,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L04,IMMUNOSOPPRESSIVI,44033
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,J,ANTINFETTIVI PER USO SISTEMICO,J05,ANTIVIRALI PER USO SISTEMICO,91045
2012,322,ATS DELL'INSUBRIA,D,DERMATOLOGICI,D05,ANTIPSORIASICI,37184
2012,326,ATS DI BRESCIA,B,SANGUE E ORGANI EMOPOIETICI,B01,ANTITROMBOTICI,1343975
2013,325,ATS DI BERGAMO,B,SANGUE E ORGANI EMOPOIETICI,B03,FARMACI ANTIANEMICI,124251
2013,328,ATS DI PAVIA,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,G03,ORMONI SESSUALI E MODULATORI DEL SISTEMA GENITALE,87987
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,D,DERMATOLOGICI,D10,PREPARATI ANTIACNE,7790
2014,322,ATS DELL'INSUBRIA,M,SISTEMA MUSCOLO-SCHELETRICO,M04,ANTIGOTTOSI,131376
2014,327,ATS DELLA VAL PADANA,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H04,ORMONI PANCREATICI,431
2015,322,ATS DELL'INSUBRIA,B,SANGUE E ORGANI EMOPOIETICI,B03,FARMACI ANTIANEMICI,236539
2015,327,ATS DELLA VAL PADANA,B,SANGUE E ORGANI EMOPOIETICI,B01,ANTITROMBOTICI,790147
2016,326,ATS DI BRESCIA,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L03,IMMUNOSTIMOLANTI,1716
2016,326,ATS DI BRESCIA,M,SISTEMA MUSCOLO-SCHELETRICO,M03,MIORILASSANTI,5677
2012,325,ATS DI BERGAMO,M,SISTEMA MUSCOLO-SCHELETRICO,M05,FARMACI PER IL TRATTAMENTO DELLE MALATTIE DELLE OSSA,121636
2013,30,REGIONE LOMBARDIA,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",P02,ANTIELMINTICI,51386
2013,325,ATS DI BERGAMO,N,SISTEMA NERVOSO,N05,PSICOLETTICI,65608
2013,328,ATS DI PAVIA,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L04,IMMUNOSOPPRESSIVI,22345
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,D,DERMATOLOGICI,D05,ANTIPSORIASICI,112393
2014,323,ATS DELLA MONTAGNA,C,SISTEMA CARDIOVASCOLARE,C03,DIURETICI,168024
2015,327,ATS DELLA VAL PADANA,N,SISTEMA NERVOSO,N07,ALTRI FARMACI DEL SISTEMA NERVOSO,11591
2017,325,ATS DI BERGAMO,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L01,ANTINEOPLASTICI,31142
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,J,ANTINFETTIVI PER USO SISTEMICO,J01,ANTIBATTERICI PER USO SISTEMICO,3400868
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,J,ANTINFETTIVI PER USO SISTEMICO,J02,ANTIMICOTICI PER USO SISTEMICO,165800
2013,322,ATS DELL'INSUBRIA,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",P01,ANTIPROTOZOARI,39937
2013,325,ATS DI BERGAMO,B,SANGUE E ORGANI EMOPOIETICI,B01,ANTITROMBOTICI,1069062
2017,325,ATS DI BERGAMO,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L04,IMMUNOSOPPRESSIVI,47292
2012,323,ATS DELLA MONTAGNA,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L02,TERAPIA ENDOCRINA,19330
2013,322,ATS DELL'INSUBRIA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A04,ANTIEMETICI E ANTINAUSEA,8862
2013,322,ATS DELL'INSUBRIA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A11,VITAMINE,249877
2013,326,ATS DI BRESCIA,C,SISTEMA CARDIOVASCOLARE,C09,SOSTANZE AD AZIONE SUL SISTEMA RENINA-ANGIOTENSINA,2819217
2012,323,ATS DELLA MONTAGNA,N,SISTEMA NERVOSO,N04,ANTIPARKINSONIANI,38485
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,B,SANGUE E ORGANI EMOPOIETICI,B02,ANTIEMORRAGICI,41968
2013,324,ATS DELLA BRIANZA,B,SANGUE E ORGANI EMOPOIETICI,B02,ANTIEMORRAGICI,13668
2014,324,ATS DELLA BRIANZA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A09,"DIGESTIVI, INCLUSI GLI ENZIMI",10670
2014,327,ATS DELLA VAL PADANA,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L03,IMMUNOSTIMOLANTI,4096
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,M,SISTEMA MUSCOLO-SCHELETRICO,M03,MIORILASSANTI,21517
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,A,APPARATO GASTROINTESTINALE E METABOLISMO,A09,"DIGESTIVI, INCLUSI GLI ENZIMI",36009
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,A,APPARATO GASTROINTESTINALE E METABOLISMO,A16,ALTRI FARMACI DELL'APPARATO GASTROINTESTINALE E DEL METABOLI,2626
2017,325,ATS DI BERGAMO,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,G03,ORMONI SESSUALI E MODULATORI DEL SISTEMA GENITALE,68172
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",P02,ANTIELMINTICI,21579
2015,328,ATS DI PAVIA,V,VARI,V03,TUTTI GLI ALTRI PRODOTTI TERAPEUTICI,23309
2016,324,ATS DELLA BRIANZA,C,SISTEMA CARDIOVASCOLARE,C07,BETABLOCCANTI,1176460
2016,326,ATS DI BRESCIA,J,ANTINFETTIVI PER USO SISTEMICO,J06,SIERI IMMUNI ED IMMUNOGLOBULINE,2765
2012,326,ATS DI BRESCIA,V,VARI,V07,TUTTI GLI ALTRI PRODOTTI NON TERAPEUTICI,27
2013,325,ATS DI BERGAMO,J,ANTINFETTIVI PER USO SISTEMICO,J04,ANTIMICOBATTERICI,3546
2014,324,ATS DELLA BRIANZA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A05,TERAPIA BILIARE ED EPATICA,66363
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",P01,ANTIPROTOZOARI,108675
2015,324,ATS DELLA BRIANZA,N,SISTEMA NERVOSO,N01,ANESTETICI,5096
2016,327,ATS DELLA VAL PADANA,J,ANTINFETTIVI PER USO SISTEMICO,J04,ANTIMICOBATTERICI,4071
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,A,APPARATO GASTROINTESTINALE E METABOLISMO,A12,INTEGRATORI MINERALI,500852
2017,328,ATS DI PAVIA,R,SISTEMA RESPIRATORIO,R06,ANTISTAMINICI PER USO SISTEMICO,48065
2012,326,ATS DI BRESCIA,V,VARI,V03,TUTTI GLI ALTRI PRODOTTI TERAPEUTICI,74285
2013,326,ATS DI BRESCIA,C,SISTEMA CARDIOVASCOLARE,C01,TERAPIA CARDIACA,552763
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",P01,ANTIPROTOZOARI,115706
2017,325,ATS DI BERGAMO,V,VARI,V04,DIAGNOSTICI,33
2012,323,ATS DELLA MONTAGNA,N,SISTEMA NERVOSO,N06,PSICOANALETTICI,252674
2012,324,ATS DELLA BRIANZA,D,DERMATOLOGICI,D01,ANTIMICOTICI PER USO DERMATOLOGICO,7649
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,B,SANGUE E ORGANI EMOPOIETICI,B06,ALTRI AGENTI EMATOLOGICI,39
2013,322,ATS DELL'INSUBRIA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A05,TERAPIA BILIARE ED EPATICA,56534
2013,325,ATS DI BERGAMO,J,ANTINFETTIVI PER USO SISTEMICO,J06,SIERI IMMUNI ED IMMUNOGLOBULINE,2741
2014,324,ATS DELLA BRIANZA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A01,STOMATOLOGICI,66
2015,325,ATS DI BERGAMO,N,SISTEMA NERVOSO,N03,ANTIEPILETTICI,383800
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,A,APPARATO GASTROINTESTINALE E METABOLISMO,A05,TERAPIA BILIARE ED EPATICA,221414
2012,323,ATS DELLA MONTAGNA,N,SISTEMA NERVOSO,N02,ANALGESICI,125536
2013,322,ATS DELL'INSUBRIA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A01,STOMATOLOGICI,82
2014,324,ATS DELLA BRIANZA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A12,INTEGRATORI MINERALI,174767
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,V,VARI,V03,TUTTI GLI ALTRI PRODOTTI TERAPEUTICI,109228
2016,327,ATS DELLA VAL PADANA,J,ANTINFETTIVI PER USO SISTEMICO,J02,ANTIMICOTICI PER USO SISTEMICO,36836
2013,323,ATS DELLA MONTAGNA,J,ANTINFETTIVI PER USO SISTEMICO,J05,ANTIVIRALI PER USO SISTEMICO,6384
2014,327,ATS DELLA VAL PADANA,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L02,TERAPIA ENDOCRINA,46249
2015,324,ATS DELLA BRIANZA,N,SISTEMA NERVOSO,N03,ANTIEPILETTICI,430959
2016,324,ATS DELLA BRIANZA,C,SISTEMA CARDIOVASCOLARE,C01,TERAPIA CARDIACA,445236
2016,324,ATS DELLA BRIANZA,C,SISTEMA CARDIOVASCOLARE,C10,SOSTANZE MODIFICATRICI DEI LIPIDI,1312335
2016,327,ATS DELLA VAL PADANA,J,ANTINFETTIVI PER USO SISTEMICO,J05,ANTIVIRALI PER USO SISTEMICO,14914
2017,324,ATS DELLA BRIANZA,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L03,IMMUNOSTIMOLANTI,1615
2017,324,ATS DELLA BRIANZA,R,SISTEMA RESPIRATORIO,R01,PREPARATI RINOLOGICI,1
2012,323,ATS DELLA MONTAGNA,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L01,ANTINEOPLASTICI,10850
2012,324,ATS DELLA BRIANZA,D,DERMATOLOGICI,D10,PREPARATI ANTIACNE,2200
2013,322,ATS DELL'INSUBRIA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A03,FARMACI PER I DISTURBI FUNZIONALI GASTROINTESTINALI,7342
2013,324,ATS DELLA BRIANZA,B,SANGUE E ORGANI EMOPOIETICI,B06,ALTRI AGENTI EMATOLOGICI,76
2016,324,ATS DELLA BRIANZA,C,SISTEMA CARDIOVASCOLARE,C03,DIURETICI,686014
2016,324,ATS DELLA BRIANZA,C,SISTEMA CARDIOVASCOLARE,C08,CALCIOANTAGONISTI,972037
2017,30,REGIONE LOMBARDIA,R,SISTEMA RESPIRATORIO,R06,ANTISTAMINICI PER USO SISTEMICO,1186583
2012,324,ATS DELLA BRIANZA,D,DERMATOLOGICI,D07,"CORTICOSTEROIDI, PREPARATI DERMATOLOGICI",12161
2013,323,ATS DELLA MONTAGNA,J,ANTINFETTIVI PER USO SISTEMICO,J04,ANTIMICOBATTERICI,1345
2013,324,ATS DELLA BRIANZA,B,SANGUE E ORGANI EMOPOIETICI,B03,FARMACI ANTIANEMICI,179912
2013,326,ATS DI BRESCIA,C,SISTEMA CARDIOVASCOLARE,C07,BETABLOCCANTI,903953
2013,326,ATS DI BRESCIA,C,SISTEMA CARDIOVASCOLARE,C08,CALCIOANTAGONISTI,916548
2012,323,ATS DELLA MONTAGNA,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L03,IMMUNOSTIMOLANTI,1700
2014,324,ATS DELLA BRIANZA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A03,FARMACI PER I DISTURBI FUNZIONALI GASTROINTESTINALI,9985
2015,324,ATS DELLA BRIANZA,N,SISTEMA NERVOSO,N06,PSICOANALETTICI,595126
2017,328,ATS DI PAVIA,R,SISTEMA RESPIRATORIO,R01,PREPARATI RINOLOGICI,2
2012,324,ATS DELLA BRIANZA,D,DERMATOLOGICI,D06,ANTIBIOTICI E CHEMIOTERAPICI PER USO DERMATOLOGICO,452
2013,322,ATS DELL'INSUBRIA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A12,INTEGRATORI MINERALI,169183
2013,325,ATS DI BERGAMO,J,ANTINFETTIVI PER USO SISTEMICO,J01,ANTIBATTERICI PER USO SISTEMICO,1165290
2013,326,ATS DI BRESCIA,C,SISTEMA CARDIOVASCOLARE,C10,SOSTANZE MODIFICATRICI DEI LIPIDI,1148921
2015,322,ATS DELL'INSUBRIA,V,VARI,V03,TUTTI GLI ALTRI PRODOTTI TERAPEUTICI,38435
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,A,APPARATO GASTROINTESTINALE E METABOLISMO,A06,FARMACI PER LA COSTIPAZIONE,544
2017,324,ATS DELLA BRIANZA,R,SISTEMA RESPIRATORIO,R05,PREPARATI PER LA TOSSE E LE MALATTIE DA RAFFREDDAMENTO,2077
2017,325,ATS DI BERGAMO,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,G02,ALTRI GINECOLOGICI,8049
2017,325,ATS DI BERGAMO,V,VARI,V03,TUTTI GLI ALTRI PRODOTTI TERAPEUTICI,40124
2013,322,ATS DELL'INSUBRIA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A02,FARMACI PER I DISTURBI CORRELATI ALLA SECREZIONE ACIDA,2833622
2013,322,ATS DELL'INSUBRIA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A10,FARMACI USATI NEL DIABETE,1072700
2013,323,ATS DELLA MONTAGNA,J,ANTINFETTIVI PER USO SISTEMICO,J06,SIERI IMMUNI ED IMMUNOGLOBULINE,482
2013,324,ATS DELLA BRIANZA,B,SANGUE E ORGANI EMOPOIETICI,B05,SUCCEDANEI DEL SANGUE E SOLUZIONI PERFUSIONALI,33126
2014,324,ATS DELLA BRIANZA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A02,FARMACI PER I DISTURBI CORRELATI ALLA SECREZIONE ACIDA,2459730
2014,324,ATS DELLA BRIANZA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A07,"ANTIDIARROICI, ANTINFIAMMATORI E ANTINFETTIVI INTESTINALI",259494
2016,324,ATS DELLA BRIANZA,C,SISTEMA CARDIOVASCOLARE,C02,ANTIPERTENSIVI,210438
2017,324,ATS DELLA BRIANZA,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L01,ANTINEOPLASTICI,31443
2012,323,ATS DELLA MONTAGNA,N,SISTEMA NERVOSO,N07,ALTRI FARMACI DEL SISTEMA NERVOSO,3412
2013,326,ATS DI BRESCIA,C,SISTEMA CARDIOVASCOLARE,C02,ANTIPERTENSIVI,239616
2015,327,ATS DELLA VAL PADANA,S,ORGANI DI SENSO,S01,OFTALMOLOGICI,175377
2016,326,ATS DI BRESCIA,J,ANTINFETTIVI PER USO SISTEMICO,J05,ANTIVIRALI PER USO SISTEMICO,27884
2017,30,REGIONE LOMBARDIA,R,SISTEMA RESPIRATORIO,R01,PREPARATI RINOLOGICI,19
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,B,SANGUE E ORGANI EMOPOIETICI,B05,SUCCEDANEI DEL SANGUE E SOLUZIONI PERFUSIONALI,88993
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,V,VARI,V07,TUTTI GLI ALTRI PRODOTTI NON TERAPEUTICI,10
2015,325,ATS DI BERGAMO,N,SISTEMA NERVOSO,N02,ANALGESICI,451132
2015,325,ATS DI BERGAMO,N,SISTEMA NERVOSO,N04,ANTIPARKINSONIANI,118956
2012,323,ATS DELLA MONTAGNA,N,SISTEMA NERVOSO,N03,ANTIEPILETTICI,164636
2014,324,ATS DELLA BRIANZA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A10,FARMACI USATI NEL DIABETE,886480
2015,324,ATS DELLA BRIANZA,N,SISTEMA NERVOSO,N05,PSICOLETTICI,167873
2017,324,ATS DELLA BRIANZA,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L04,IMMUNOSOPPRESSIVI,48821
2017,325,ATS DI BERGAMO,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,G04,UROLOGICI,478751
2013,322,ATS DELL'INSUBRIA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A16,ALTRI FARMACI DELL'APPARATO GASTROINTESTINALE E DEL METABOLI,1065
2017,30,REGIONE LOMBARDIA,R,SISTEMA RESPIRATORIO,R05,PREPARATI PER LA TOSSE E LE MALATTIE DA RAFFREDDAMENTO,16553
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,A,APPARATO GASTROINTESTINALE E METABOLISMO,A11,VITAMINE,1813446
2012,323,ATS DELLA MONTAGNA,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L04,IMMUNOSOPPRESSIVI,8128
2013,323,ATS DELLA MONTAGNA,J,ANTINFETTIVI PER USO SISTEMICO,J02,ANTIMICOTICI PER USO SISTEMICO,12255
2013,325,ATS DI BERGAMO,J,ANTINFETTIVI PER USO SISTEMICO,J02,ANTIMICOTICI PER USO SISTEMICO,53332
2013,326,ATS DI BRESCIA,C,SISTEMA CARDIOVASCOLARE,C03,DIURETICI,554978
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,M,SISTEMA MUSCOLO-SCHELETRICO,M04,ANTIGOTTOSI,299653
2015,325,ATS DI BERGAMO,N,SISTEMA NERVOSO,N01,ANESTETICI,3818
2016,326,ATS DI BRESCIA,J,ANTINFETTIVI PER USO SISTEMICO,J01,ANTIBATTERICI PER USO SISTEMICO,1308909
2016,326,ATS DI BRESCIA,J,ANTINFETTIVI PER USO SISTEMICO,J02,ANTIMICOTICI PER USO SISTEMICO,51613
2016,326,ATS DI BRESCIA,J,ANTINFETTIVI PER USO SISTEMICO,J04,ANTIMICOBATTERICI,5741
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,A,APPARATO GASTROINTESTINALE E METABOLISMO,A01,STOMATOLOGICI,165
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,A,APPARATO GASTROINTESTINALE E METABOLISMO,A04,ANTIEMETICI E ANTINAUSEA,23523
2017,324,ATS DELLA BRIANZA,R,SISTEMA RESPIRATORIO,R03,FARMACI PER LE SINDROMI OSTRUTTIVE DELLE VIE RESPIRATORIE,518587
2017,328,ATS DI PAVIA,R,SISTEMA RESPIRATORIO,R05,PREPARATI PER LA TOSSE E LE MALATTIE DA RAFFREDDAMENTO,1092
2013,322,ATS DELL'INSUBRIA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A06,FARMACI PER LA COSTIPAZIONE,4
2013,322,ATS DELL'INSUBRIA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A09,"DIGESTIVI, INCLUSI GLI ENZIMI",9612
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,M,SISTEMA MUSCOLO-SCHELETRICO,M01,FARMACI ANTINFIAMMATORI ED ANTIREUMATICI,912581
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,V,VARI,V01,ALLERGENI,3
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,A,APPARATO GASTROINTESTINALE E METABOLISMO,A07,"ANTIDIARROICI, ANTINFIAMMATORI E ANTINFETTIVI INTESTINALI",743303
2017,324,ATS DELLA BRIANZA,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L02,TERAPIA ENDOCRINA,84365
2017,324,ATS DELLA BRIANZA,R,SISTEMA RESPIRATORIO,R06,ANTISTAMINICI PER USO SISTEMICO,169674
2013,325,ATS DI BERGAMO,J,ANTINFETTIVI PER USO SISTEMICO,J05,ANTIVIRALI PER USO SISTEMICO,19696
2014,324,ATS DELLA BRIANZA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A16,ALTRI FARMACI DELL'APPARATO GASTROINTESTINALE E DEL METABOLI,887
2015,324,ATS DELLA BRIANZA,N,SISTEMA NERVOSO,N02,ANALGESICI,348455
2016,327,ATS DELLA VAL PADANA,J,ANTINFETTIVI PER USO SISTEMICO,J01,ANTIBATTERICI PER USO SISTEMICO,738880
2013,322,ATS DELL'INSUBRIA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A07,"ANTIDIARROICI, ANTINFIAMMATORI E ANTINFETTIVI INTESTINALI",205531
2013,324,ATS DELLA BRIANZA,B,SANGUE E ORGANI EMOPOIETICI,B01,ANTITROMBOTICI,1296547
2014,324,ATS DELLA BRIANZA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A11,VITAMINE,336443
2014,327,ATS DELLA VAL PADANA,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L01,ANTINEOPLASTICI,25704
2016,324,ATS DELLA BRIANZA,C,SISTEMA CARDIOVASCOLARE,C09,SOSTANZE AD AZIONE SUL SISTEMA RENINA-ANGIOTENSINA,3260592
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,A,APPARATO GASTROINTESTINALE E METABOLISMO,A02,FARMACI PER I DISTURBI CORRELATI ALLA SECREZIONE ACIDA,7298610
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",P02,ANTIELMINTICI,22924
2013,326,ATS DI BRESCIA,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L04,IMMUNOSOPPRESSIVI,31411
2017,328,ATS DI PAVIA,R,SISTEMA RESPIRATORIO,R03,FARMACI PER LE SINDROMI OSTRUTTIVE DELLE VIE RESPIRATORIE,261579
2014,324,ATS DELLA BRIANZA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A04,ANTIEMETICI E ANTINAUSEA,6501
2015,324,ATS DELLA BRIANZA,N,SISTEMA NERVOSO,N04,ANTIPARKINSONIANI,128072
2015,325,ATS DI BERGAMO,N,SISTEMA NERVOSO,N05,PSICOLETTICI,182975
2016,327,ATS DELLA VAL PADANA,J,ANTINFETTIVI PER USO SISTEMICO,J06,SIERI IMMUNI ED IMMUNOGLOBULINE,1116
2017,30,REGIONE LOMBARDIA,R,SISTEMA RESPIRATORIO,R03,FARMACI PER LE SINDROMI OSTRUTTIVE DELLE VIE RESPIRATORIE,4548591
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,A,APPARATO GASTROINTESTINALE E METABOLISMO,A03,FARMACI PER I DISTURBI FUNZIONALI GASTROINTESTINALI,11448
2012,323,ATS DELLA MONTAGNA,N,SISTEMA NERVOSO,N05,PSICOLETTICI,30249
2012,324,ATS DELLA BRIANZA,D,DERMATOLOGICI,D05,ANTIPSORIASICI,36293
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,B,SANGUE E ORGANI EMOPOIETICI,B01,ANTITROMBOTICI,3728125
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,B,SANGUE E ORGANI EMOPOIETICI,B03,FARMACI ANTIANEMICI,546248
2013,323,ATS DELLA MONTAGNA,J,ANTINFETTIVI PER USO SISTEMICO,J01,ANTIBATTERICI PER USO SISTEMICO,330675
2014,327,ATS DELLA VAL PADANA,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L04,IMMUNOSOPPRESSIVI,24045
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,M,SISTEMA MUSCOLO-SCHELETRICO,M05,FARMACI PER IL TRATTAMENTO DELLE MALATTIE DELLE OSSA,430830
2015,324,ATS DELLA BRIANZA,N,SISTEMA NERVOSO,N07,ALTRI FARMACI DEL SISTEMA NERVOSO,17324
2015,325,ATS DI BERGAMO,N,SISTEMA NERVOSO,N06,PSICOANALETTICI,612910
2015,325,ATS DI BERGAMO,N,SISTEMA NERVOSO,N07,ALTRI FARMACI DEL SISTEMA NERVOSO,11075
2016,328,ATS DI PAVIA,S,ORGANI DI SENSO,S01,OFTALMOLOGICI,167508
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,A,APPARATO GASTROINTESTINALE E METABOLISMO,A10,FARMACI USATI NEL DIABETE,2538019
2012,322,ATS DELL'INSUBRIA,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H01,ORMONI IPOFISARI ED IPOTALAMICI ED ANALOGHI,11913
2012,325,ATS DI BERGAMO,D,DERMATOLOGICI,D05,ANTIPSORIASICI,34469
