ANNO,ATS STRUTTURA,CODICE DISCIPLINA,DESCRIZIONE DISCIPLINA,DEGENZA MEDIA TOTALE,ACCESSI MEDI TOTALE
2012,327 - ATS DELLA VAL PADANA,14,CHIRURGIA VASCOLARE,8.10929,4.3125
2012,327 - ATS DELLA VAL PADANA,18,EMATOLOGIA,11.620939,1.645161
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,12,CHIRURGIA PLASTICA,3.040926,1.003092
2016,322 - ATS DELL'INSUBRIA,67,PENSIONANTI,5.935897,1
2016,322 - ATS DELL'INSUBRIA,26,MEDICINA GENERALE,10.098607,2.536842
2017,REGIONE LOMBARDIA,07,CARDIOCHIRURGIA,13.270842,1.324952
2014,326 - ATS DI BRESCIA,36,ORTOPEDIA E TRAUMATOLOGIA,4.393849,1.13356
2015,REGIONE LOMBARDIA,12,CHIRURGIA PLASTICA,3.348777,1.004444
2016,322 - ATS DELL'INSUBRIA,29,NEFROLOGIA,12.171938,4.244186
2012,326 - ATS DI BRESCIA,08,CARDIOLOGIA,5.800177,1.026235
2016,REGIONE LOMBARDIA,10,CHIRURGIA MAXILLO-FACCIALE,4.178447,1.00511
2014,323 - ATS DELLA MONTAGNA,56,RECUPERO E RIABILITAZIONE FUNZIONALE,21.918981,0
2014,326 - ATS DI BRESCIA,13,CHIRURGIA TORACICA,9.067293,3
2015,326 - ATS DI BRESCIA,68,PNEUMOLOGIA,8.600547,1.106061
2014,326 - ATS DI BRESCIA,18,EMATOLOGIA,14.451572,7.816176
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,43,UROLOGIA,4.939677,2.048133
2015,REGIONE LOMBARDIA,13,CHIRURGIA TORACICA,7.137313,1.067653
2015,326 - ATS DI BRESCIA,30,NEUROCHIRURGIA,8.986703,1.060284
2014,322 - ATS DELL'INSUBRIA,43,UROLOGIA,5.393528,1.057977
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,64,ONCOLOGIA,8.024381,1.702555
2012,REGIONE LOMBARDIA,49,TERAPIA INTENSIVA,13.240614,1.264045
2015,REGIONE LOMBARDIA,39,PEDIATRIA,4.694664,1.277505
2017,328 - ATS DI PAVIA,65,ONCOEMATOLOGIA PEDIATRICA,16.506135,4.349593
2012,325 - ATS DI BERGAMO,48,NEFROLOGIA (ABILITAZIONE TRAPIANTO RENE),9.367292,1.020408
2014,325 - ATS DI BERGAMO,43,UROLOGIA,4.418627,1.28631
2017,REGIONE LOMBARDIA,10,CHIRURGIA MAXILLO-FACCIALE,3.956444,1.018671
2015,327 - ATS DELLA VAL PADANA,56,RECUPERO E RIABILITAZIONE FUNZIONALE,21.911584,21.567901
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,75,NEURO-RIABILITAZIONE,29.415326,1.316004
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,35,ODONTOIATRIA E STOMATOLOGIA,1.384615,1.540874
2016,322 - ATS DELL'INSUBRIA,56,RECUPERO E RIABILITAZIONE FUNZIONALE,24.160086,0
2016,325 - ATS DI BERGAMO,43,UROLOGIA,4.320497,1.305546
2017,324 - ATS DELLA BRIANZA,40,PSICHIATRIA,13.862745,9.664151
2014,324 - ATS DELLA BRIANZA,43,UROLOGIA,5.322642,1.339286
2017,REGIONE LOMBARDIA,38,OTORINOLARINGOIATRIA,3.498017,1.082345
2014,REGIONE LOMBARDIA,60,LUNGODEGENTI,29.556199,0
2013,REGIONE LOMBARDIA,19,"MALATTIE ENDOCRINE,DEL RICAMBIO E DELLA NUTRIZIONE",9.610644,5.972973
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,30,NEUROCHIRURGIA,8.193251,1
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,58,GASTROENTEROLOGIA,8.809157,2.657787
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,10,CHIRURGIA MAXILLO-FACCIALE,3.889161,1.000505
2016,REGIONE LOMBARDIA,52,DERMATOLOGIA,9.943878,2.395229
2016,324 - ATS DELLA BRIANZA,13,CHIRURGIA TORACICA,7.492823,1.019231
2017,322 - ATS DELL'INSUBRIA,43,UROLOGIA,4.878535,1.006761
2012,327 - ATS DELLA VAL PADANA,39,PEDIATRIA,4.099977,1.230986
2017,326 - ATS DI BRESCIA,36,ORTOPEDIA E TRAUMATOLOGIA,4.217331,1.121069
2016,326 - ATS DI BRESCIA,43,UROLOGIA,4.103712,1.055882
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,08,CARDIOLOGIA,5.980858,1.035138
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,09,CHIRURGIA GENERALE,5.951865,1.018155
2017,REGIONE LOMBARDIA,65,ONCOEMATOLOGIA PEDIATRICA,16.506135,4.349593
2012,327 - ATS DELLA VAL PADANA,49,TERAPIA INTENSIVA,8.769076,1.026316
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,02,DAY HOSPITAL,0,3.088045
2012,327 - ATS DELLA VAL PADANA,58,GASTROENTEROLOGIA,6.531353,1.965517
2017,325 - ATS DI BERGAMO,36,ORTOPEDIA E TRAUMATOLOGIA,4.772782,1.045128
2015,326 - ATS DI BRESCIA,56,RECUPERO E RIABILITAZIONE FUNZIONALE,22.677861,0
2014,327 - ATS DELLA VAL PADANA,09,CHIRURGIA GENERALE,6.206814,1.004322
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,09,CHIRURGIA GENERALE,6.180932,1.020777
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,26,MEDICINA GENERALE,11.820477,15.040441
2015,REGIONE LOMBARDIA,43,UROLOGIA,4.745986,1.239585
2014,REGIONE LOMBARDIA,32,NEUROLOGIA,9.078668,1.810538
2015,328 - ATS DI PAVIA,08,CARDIOLOGIA,5.986836,1.004902
2014,324 - ATS DELLA BRIANZA,75,NEURO-RIABILITAZIONE,19.031676,2.064103
2013,REGIONE LOMBARDIA,02,DAY HOSPITAL,1,2.551117
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,07,CARDIOCHIRURGIA,12.670086,1
2015,322 - ATS DELL'INSUBRIA,36,ORTOPEDIA E TRAUMATOLOGIA,5.638713,1.080702
2015,327 - ATS DELLA VAL PADANA,68,PNEUMOLOGIA,10.629149,1.012346
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,29,NEFROLOGIA,11.547431,4.068345
2014,REGIONE LOMBARDIA,68,PNEUMOLOGIA,11.230198,1.177074
2016,327 - ATS DELLA VAL PADANA,39,PEDIATRIA,3.900125,1.150685
