ANNO,CODICE_ATS_EROGAZIONE,DESCRIZIONE_ATS_EROGAZIONE,COORDINATA_GEOGRAFICA_X,COORDINATA_GEOGRAFICA_Y,ATC LIVELLO 1,DESCRIZIONE ATC LIVELLO 1,GENERE,FASCIA_ETA',CONF,Nuova colonna georeferenziata
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",F,0-17,2586,"(45.69919245, 9.298423314)"
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,M,40-64,24273,"(46.33431031, 10.32968894)"
2015,30,REGIONE LOMBARDIA,,,B,SANGUE E ORGANI EMOPOIETICI,M,18-39,134738,
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,J,ANTINFETTIVI PER USO SISTEMICO,M,18-39,225116,"(45.44410928, 9.198811423)"
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,R,SISTEMA RESPIRATORIO,F,0-17,49767,"(45.80802245, 8.837196022)"
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,?,80 e +,6,"(45.44410928, 9.198811423)"
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,D,DERMATOLOGICI,-,80 e +,1634,"(45.44410928, 9.198811423)"
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,B,SANGUE E ORGANI EMOPOIETICI,M,65-79,382000,"(45.80802245, 8.837196022)"
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,C,SISTEMA CARDIOVASCOLARE,F,18-39,27140,"(45.65171815, 10.25368782)"
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,J,ANTINFETTIVI PER USO SISTEMICO,M,65-79,118591,"(45.68701679, 9.63853045)"
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",F,18-39,38697,"(45.65171815, 10.25368782)"
2016,328,ATS DI PAVIA,9.14034225,45.20086141,S,ORGANI DI SENSO,M,0-17,89,"(45.20086141, 9.14034225)"
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",M,0-17,9176,"(45.1439181, 10.02604335)"
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,C,SISTEMA CARDIOVASCOLARE,M,65-79,533933,"(46.33431031, 10.32968894)"
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,R,SISTEMA RESPIRATORIO,M,18-39,12865,"(46.33431031, 10.32968894)"
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",M,80 e +,14489,"(45.1439181, 10.02604335)"
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,M,65-79,174833,"(45.1439181, 10.02604335)"
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,A,APPARATO GASTROINTESTINALE E METABOLISMO,M,18-39,82115,"(45.80802245, 8.837196022)"
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,R,SISTEMA RESPIRATORIO,?,80 e +,2,"(45.69919245, 9.298423314)"
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,M,SISTEMA MUSCOLO-SCHELETRICO,M,65-79,71183,"(45.69919245, 9.298423314)"
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,F,0-17,2457,"(45.65171815, 10.25368782)"
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,R,SISTEMA RESPIRATORIO,F,80 e +,17105,"(46.33431031, 10.32968894)"
2012,328,ATS DI PAVIA,9.14034225,45.20086141,B,SANGUE E ORGANI EMOPOIETICI,M,80 e +,78490,"(45.20086141, 9.14034225)"
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",F,18-39,97154,"(45.44410928, 9.198811423)"
2014,30,REGIONE LOMBARDIA,,,M,SISTEMA MUSCOLO-SCHELETRICO,-,80 e +,28293,
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,M,SISTEMA MUSCOLO-SCHELETRICO,F,80 e +,82944,"(45.65171815, 10.25368782)"
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,R,SISTEMA RESPIRATORIO,F,65-79,74721,"(45.68701679, 9.63853045)"
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,J,ANTINFETTIVI PER USO SISTEMICO,M,65-79,152461,"(45.80802245, 8.837196022)"
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,J,ANTINFETTIVI PER USO SISTEMICO,F,80 e +,103492,"(45.65171815, 10.25368782)"
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,R,SISTEMA RESPIRATORIO,F,80 e +,60351,"(45.65171815, 10.25368782)"
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,S,ORGANI DI SENSO,M,80 e +,17955,"(45.68701679, 9.63853045)"
2015,30,REGIONE LOMBARDIA,,,M,SISTEMA MUSCOLO-SCHELETRICO,F,0-17,4157,
2012,328,ATS DI PAVIA,9.14034225,45.20086141,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",F,80 e +,2636,"(45.20086141, 9.14034225)"
2012,30,REGIONE LOMBARDIA,,,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",M,80 e +,7670,
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,V,VARI,M,65-79,26009,"(45.44410928, 9.198811423)"
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,C,SISTEMA CARDIOVASCOLARE,M,65-79,1584352,"(45.68701679, 9.63853045)"
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,B,SANGUE E ORGANI EMOPOIETICI,F,0-17,4387,"(45.68701679, 9.63853045)"
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,A,APPARATO GASTROINTESTINALE E METABOLISMO,M,0-17,13225,"(45.65171815, 10.25368782)"
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,D,DERMATOLOGICI,M,40-64,15196,"(45.68701679, 9.63853045)"
2015,30,REGIONE LOMBARDIA,,,R,SISTEMA RESPIRATORIO,-,80 e +,36990,
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,N,SISTEMA NERVOSO,M,18-39,256431,"(45.44410928, 9.198811423)"
2012,328,ATS DI PAVIA,9.14034225,45.20086141,B,SANGUE E ORGANI EMOPOIETICI,M,40-64,101668,"(45.20086141, 9.14034225)"
2012,30,REGIONE LOMBARDIA,,,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",M,40-64,504073,
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",F,65-79,92599,"(45.68701679, 9.63853045)"
2015,30,REGIONE LOMBARDIA,,,N,SISTEMA NERVOSO,M,0-17,124682,
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,M,18-39,2757,"(45.65171815, 10.25368782)"
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,R,SISTEMA RESPIRATORIO,-,80 e +,885,"(46.33431031, 10.32968894)"
2014,30,REGIONE LOMBARDIA,,,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,M,80 e +,1153146,
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",M,65-79,1985,"(45.1439181, 10.02604335)"
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,A,APPARATO GASTROINTESTINALE E METABOLISMO,F,40-64,746087,"(45.80802245, 8.837196022)"
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,V,VARI,M,18-39,418,"(45.80802245, 8.837196022)"
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,F,18-39,39863,"(45.65171815, 10.25368782)"
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,D,DERMATOLOGICI,F,0-17,738,"(45.69919245, 9.298423314)"
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,C,SISTEMA CARDIOVASCOLARE,F,0-17,889,"(45.1439181, 10.02604335)"
2016,328,ATS DI PAVIA,9.14034225,45.20086141,R,SISTEMA RESPIRATORIO,F,80 e +,29539,"(45.20086141, 9.14034225)"
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,B,SANGUE E ORGANI EMOPOIETICI,M,0-17,4185,"(45.80802245, 8.837196022)"
2016,328,ATS DI PAVIA,9.14034225,45.20086141,J,ANTINFETTIVI PER USO SISTEMICO,F,40-64,109084,"(45.20086141, 9.14034225)"
2016,328,ATS DI PAVIA,9.14034225,45.20086141,N,SISTEMA NERVOSO,M,40-64,137839,"(45.20086141, 9.14034225)"
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",M,80 e +,61203,"(45.44410928, 9.198811423)"
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,D,DERMATOLOGICI,F,65-79,1622,"(46.33431031, 10.32968894)"
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,A,APPARATO GASTROINTESTINALE E METABOLISMO,M,40-64,581650,"(45.69919245, 9.298423314)"
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",M,80 e +,1213,"(45.68701679, 9.63853045)"
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,N,SISTEMA NERVOSO,F,80 e +,285761,"(45.69919245, 9.298423314)"
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",F,18-39,36701,"(45.68701679, 9.63853045)"
2015,30,REGIONE LOMBARDIA,,,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,F,40-64,415421,
2015,30,REGIONE LOMBARDIA,,,N,SISTEMA NERVOSO,F,65-79,3050943,
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,F,80 e +,11635,"(45.68701679, 9.63853045)"
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",-,80 e +,135,"(45.1439181, 10.02604335)"
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,A,APPARATO GASTROINTESTINALE E METABOLISMO,M,18-39,80978,"(45.68701679, 9.63853045)"
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,V,VARI,F,65-79,12959,"(45.65171815, 10.25368782)"
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",F,0-17,15120,"(45.68701679, 9.63853045)"
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,N,SISTEMA NERVOSO,F,40-64,348965,"(45.68701679, 9.63853045)"
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,D,DERMATOLOGICI,M,0-17,3447,"(45.44410928, 9.198811423)"
2013,325,ATS DI BERGAMO,9.63853045,45.68701679,A,APPARATO GASTROINTESTINALE E METABOLISMO,M,40-64,561898,"(45.68701679, 9.63853045)"
2012,328,ATS DI PAVIA,9.14034225,45.20086141,A,APPARATO GASTROINTESTINALE E METABOLISMO,F,80 e +,278337,"(45.20086141, 9.14034225)"
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,B,SANGUE E ORGANI EMOPOIETICI,F,0-17,843,"(46.33431031, 10.32968894)"
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,D,DERMATOLOGICI,F,80 e +,2138,"(45.69919245, 9.298423314)"
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,J,ANTINFETTIVI PER USO SISTEMICO,M,18-39,86009,"(45.68701679, 9.63853045)"
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,M,0-17,815,"(45.68701679, 9.63853045)"
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,M,65-79,237218,"(45.68701679, 9.63853045)"
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,M,40-64,19697,"(45.69919245, 9.298423314)"
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,R,SISTEMA RESPIRATORIO,F,18-39,56719,"(45.69919245, 9.298423314)"
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,A,APPARATO GASTROINTESTINALE E METABOLISMO,F,80 e +,569202,"(45.68701679, 9.63853045)"
2014,30,REGIONE LOMBARDIA,,,B,SANGUE E ORGANI EMOPOIETICI,M,40-64,1438674,
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,V,VARI,-,80 e +,263,"(45.68701679, 9.63853045)"
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,R,SISTEMA RESPIRATORIO,-,80 e +,3639,"(45.80802245, 8.837196022)"
2012,328,ATS DI PAVIA,9.14034225,45.20086141,A,APPARATO GASTROINTESTINALE E METABOLISMO,M,18-39,36210,"(45.20086141, 9.14034225)"
2013,325,ATS DI BERGAMO,9.63853045,45.68701679,J,ANTINFETTIVI PER USO SISTEMICO,F,18-39,134342,"(45.68701679, 9.63853045)"
2013,325,ATS DI BERGAMO,9.63853045,45.68701679,B,SANGUE E ORGANI EMOPOIETICI,M,40-64,178462,"(45.68701679, 9.63853045)"
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,S,ORGANI DI SENSO,F,40-64,19952,"(45.1439181, 10.02604335)"
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,S,ORGANI DI SENSO,M,65-79,64121,"(45.80802245, 8.837196022)"
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,D,DERMATOLOGICI,M,18-39,20040,"(45.44410928, 9.198811423)"
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,B,SANGUE E ORGANI EMOPOIETICI,F,18-39,9245,"(46.33431031, 10.32968894)"
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,F,40-64,75105,"(45.68701679, 9.63853045)"
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,J,ANTINFETTIVI PER USO SISTEMICO,-,80 e +,11369,"(45.65171815, 10.25368782)"
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,C,SISTEMA CARDIOVASCOLARE,M,65-79,5053695,"(45.44410928, 9.198811423)"
2012,328,ATS DI PAVIA,9.14034225,45.20086141,M,SISTEMA MUSCOLO-SCHELETRICO,M,80 e +,16096,"(45.20086141, 9.14034225)"
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",-,80 e +,2643,"(45.69919245, 9.298423314)"
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,M,80 e +,2654,"(45.1439181, 10.02604335)"
2015,30,REGIONE LOMBARDIA,,,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",M,80 e +,182010,
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,M,SISTEMA MUSCOLO-SCHELETRICO,F,40-64,25294,"(46.33431031, 10.32968894)"
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,M,SISTEMA MUSCOLO-SCHELETRICO,M,40-64,50212,"(45.1439181, 10.02604335)"
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,V,VARI,-,80 e +,266,"(45.69919245, 9.298423314)"
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,J,ANTINFETTIVI PER USO SISTEMICO,F,40-64,224072,"(45.69919245, 9.298423314)"
2014,30,REGIONE LOMBARDIA,,,N,SISTEMA NERVOSO,M,18-39,772987,
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,M,40-64,20738,"(45.80802245, 8.837196022)"
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,N,SISTEMA NERVOSO,F,65-79,427095,"(45.80802245, 8.837196022)"
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,R,SISTEMA RESPIRATORIO,M,80 e +,153999,"(45.44410928, 9.198811423)"
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,R,SISTEMA RESPIRATORIO,F,80 e +,64941,"(45.80802245, 8.837196022)"
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,M,SISTEMA MUSCOLO-SCHELETRICO,F,40-64,125491,"(45.80802245, 8.837196022)"
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,R,SISTEMA RESPIRATORIO,M,40-64,87813,"(45.65171815, 10.25368782)"
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,V,VARI,M,40-64,7188,"(45.80802245, 8.837196022)"
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,-,80 e +,3156,"(45.69919245, 9.298423314)"
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,R,SISTEMA RESPIRATORIO,F,0-17,12364,"(46.33431031, 10.32968894)"
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,J,ANTINFETTIVI PER USO SISTEMICO,F,80 e +,108548,"(45.80802245, 8.837196022)"
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,M,SISTEMA MUSCOLO-SCHELETRICO,F,80 e +,69102,"(45.1439181, 10.02604335)"
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,A,APPARATO GASTROINTESTINALE E METABOLISMO,-,80 e +,17055,"(45.80802245, 8.837196022)"
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,D,DERMATOLOGICI,M,80 e +,1724,"(45.65171815, 10.25368782)"
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,R,SISTEMA RESPIRATORIO,M,40-64,83838,"(45.68701679, 9.63853045)"
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,V,VARI,M,80 e +,5014,"(45.68701679, 9.63853045)"
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",M,80 e +,29193,"(45.80802245, 8.837196022)"
2015,30,REGIONE LOMBARDIA,,,D,DERMATOLOGICI,F,40-64,75620,
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",F,40-64,137381,"(45.68701679, 9.63853045)"
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,D,DERMATOLOGICI,M,0-17,1698,"(45.65171815, 10.25368782)"
2014,30,REGIONE LOMBARDIA,,,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,F,40-64,428174,
2012,328,ATS DI PAVIA,9.14034225,45.20086141,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",F,0-17,6384,"(45.20086141, 9.14034225)"
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,A,APPARATO GASTROINTESTINALE E METABOLISMO,M,40-64,524131,"(45.65171815, 10.25368782)"
2012,30,REGIONE LOMBARDIA,,,V,VARI,M,65-79,87996,
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,V,VARI,M,40-64,3933,"(45.1439181, 10.02604335)"
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,S,ORGANI DI SENSO,F,0-17,192,"(45.1439181, 10.02604335)"
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,C,SISTEMA CARDIOVASCOLARE,M,40-64,372086,"(46.33431031, 10.32968894)"
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,B,SANGUE E ORGANI EMOPOIETICI,F,40-64,132878,"(45.69919245, 9.298423314)"
2012,30,REGIONE LOMBARDIA,,,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,F,40-64,781056,
2015,30,REGIONE LOMBARDIA,,,B,SANGUE E ORGANI EMOPOIETICI,M,80 e +,1453277,
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",-,80 e +,295,"(45.68701679, 9.63853045)"
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,M,SISTEMA MUSCOLO-SCHELETRICO,M,0-17,272,"(45.1439181, 10.02604335)"
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,B,SANGUE E ORGANI EMOPOIETICI,F,80 e +,256313,"(45.69919245, 9.298423314)"
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,B,SANGUE E ORGANI EMOPOIETICI,-,80 e +,5177,"(45.1439181, 10.02604335)"
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,B,SANGUE E ORGANI EMOPOIETICI,M,65-79,267796,"(45.68701679, 9.63853045)"
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,F,18-39,4092,"(45.68701679, 9.63853045)"
2012,30,REGIONE LOMBARDIA,,,C,SISTEMA CARDIOVASCOLARE,F,18-39,218171,
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,V,VARI,M,40-64,9379,"(45.65171815, 10.25368782)"
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,C,SISTEMA CARDIOVASCOLARE,F,65-79,2052069,"(45.80802245, 8.837196022)"
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",F,18-39,8642,"(46.33431031, 10.32968894)"
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,R,SISTEMA RESPIRATORIO,M,18-39,37807,"(45.1439181, 10.02604335)"
2015,30,REGIONE LOMBARDIA,,,N,SISTEMA NERVOSO,M,80 e +,950664,
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,M,SISTEMA MUSCOLO-SCHELETRICO,M,0-17,1245,"(45.44410928, 9.198811423)"
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,F,18-39,49645,"(45.80802245, 8.837196022)"
2012,30,REGIONE LOMBARDIA,,,S,ORGANI DI SENSO,M,40-64,236471,
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,R,SISTEMA RESPIRATORIO,F,40-64,145012,"(45.80802245, 8.837196022)"
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,F,0-17,1200,"(45.65171815, 10.25368782)"
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,V,VARI,F,18-39,573,"(45.69919245, 9.298423314)"
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",F,80 e +,165857,"(45.44410928, 9.198811423)"
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,B,SANGUE E ORGANI EMOPOIETICI,M,40-64,202700,"(45.80802245, 8.837196022)"
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,M,65-79,325765,"(45.80802245, 8.837196022)"
2012,30,REGIONE LOMBARDIA,,,D,DERMATOLOGICI,-,80 e +,4283,
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,N,SISTEMA NERVOSO,M,80 e +,60564,"(45.1439181, 10.02604335)"
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,S,ORGANI DI SENSO,M,40-64,24677,"(45.65171815, 10.25368782)"
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,M,65-79,85831,"(46.33431031, 10.32968894)"
2016,328,ATS DI PAVIA,9.14034225,45.20086141,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,F,18-39,2616,"(45.20086141, 9.14034225)"
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,C,SISTEMA CARDIOVASCOLARE,M,0-17,2197,"(45.80802245, 8.837196022)"
2012,30,REGIONE LOMBARDIA,,,J,ANTINFETTIVI PER USO SISTEMICO,F,80 e +,720432,
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,D,DERMATOLOGICI,F,80 e +,1506,"(45.68701679, 9.63853045)"
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,F,80 e +,2009,"(45.68701679, 9.63853045)"
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",F,40-64,37725,"(45.44410928, 9.198811423)"
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,D,DERMATOLOGICI,M,18-39,4629,"(45.65171815, 10.25368782)"
2012,30,REGIONE LOMBARDIA,,,R,SISTEMA RESPIRATORIO,F,18-39,448514,
2012,30,REGIONE LOMBARDIA,,,S,ORGANI DI SENSO,F,65-79,584054,
2012,328,ATS DI PAVIA,9.14034225,45.20086141,D,DERMATOLOGICI,F,80 e +,1499,"(45.20086141, 9.14034225)"
2013,325,ATS DI BERGAMO,9.63853045,45.68701679,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,F,40-64,72212,"(45.68701679, 9.63853045)"
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,S,ORGANI DI SENSO,M,0-17,1539,"(45.44410928, 9.198811423)"
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,D,DERMATOLOGICI,F,40-64,9230,"(45.68701679, 9.63853045)"
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,N,SISTEMA NERVOSO,M,18-39,101518,"(45.65171815, 10.25368782)"
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,J,ANTINFETTIVI PER USO SISTEMICO,F,80 e +,104437,"(45.65171815, 10.25368782)"
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,B,SANGUE E ORGANI EMOPOIETICI,F,80 e +,750077,"(45.44410928, 9.198811423)"
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,F,0-17,1115,"(45.68701679, 9.63853045)"
